Posição (mm) - Plot 0	Força (N) - Plot 0	Posição (mm) - Plot 1	Força (N) - Plot 1
17,595	-19,634		
17,608	-31,673		
17,621	-42,416		
17,634	-38,712		
17,648	-39,082		
17,66	-46,676		
17,674	-35,007		
17,687	-32,044		
17,699	-30,932		
17,71	-36,119		
17,721	-38,526		
17,733	-39,267		
17,744	-36,304		
17,757	-36,304		
17,77	-30,377		
17,781	-23,338		
17,793	-27,969		
17,805	-23,523		
17,817	-15,559		
17,828	-13,892		
17,84	-14,077		
17,852	-15,374		
17,863	-10,002		
17,875	-15,744		
17,887	-13,151		
17,9	-10,187		
17,913	-20,93		
17,927	-23,894		
17,939	-24,635		
17,95	-23,338		
17,96	-22,782		
17,971	-15,374		
17,984	-16,114		
17,995	-41,305		
18,006	-33,34		
18,018	-30,932		
18,03	-26,487		
18,041	-37,23		
18,053	-40,008		
18,066	-24,82		
18,079	-26,857		
18,092	-25,561		
18,102	-28,895		
18,113	-29,265		
18,127	-33,155		
18,14	-19,448		
18,154	-26,302		
18,168	-33,155		
18,18	-31,303		
18,192	-42,231		
18,203	-50,751		
18,215	-47,417		
18,226	-46,862		
18,238	-53,344		
18,25	-49,64		
18,263	-26,857		
18,276	-23,894		
18,29	-21,671		
18,302	-29,821		
18,314	-28,339		
18,326	-24,82		
18,338	-29,265		
18,351	-33,711		
18,364	-38,712		
18,377	-39,082		
18,39	-42,046		
18,401	-48,158		
18,413	-48,158		
18,424	-56,678		
18,437	-42,601		
18,452	-34,637		
18,465	-38,712		
18,479	-35,933		
18,492	-46,676		
18,504	-53,159		
18,518	-47,047		
18,531	-37,045		
18,544	-29,821		
18,555	-25,19		
18,567	-36,304		
18,578	-35,192		
18,59	-36,304		
18,602	-22,782		
18,614	-26,117		
18,628	-38,156		
18,642	-47,788		
18,655	-46,676		
18,668	-52,048		
18,681	-51,122		
18,692	-49,269		
18,702	-45,565		
18,713	-36,119		
18,724	-26,487		
18,738	-36,119		
18,75	-36,119		
18,762	-49,269		
18,773	-45,38		
18,784	-37,415		
18,795	-37,23		
18,808	-40,934		
18,821	-37,786		
18,833	-24,635		
18,846	-17,226		
18,858	-24,264		
18,871	-37,786		
18,884	-40,379		
18,896	-28,339		
18,907	-31,673		
18,919	-38,156		
18,931	-34,822		
18,945	-32,414		
18,958	-41,12		
18,971	-31,118		
18,983	-45,75		
18,995	-59,457		
19,006	-59,086		
19,017	-40,379		
19,029	-28,339		
19,041	-24,264		
19,053	-32,599		
19,067	-34,452		
19,08	-34,452		
19,091	-29,821		
19,102	-18,522		
19,113	-23,338		
19,125	-24,635		
19,136	-17,041		
19,148	-17,411		
19,16	-33,525		
19,174	-41,305		
19,187	-40,564		
19,2	-51,122		
19,212	-55,011		
19,225	-35,378		
19,238	-30,006		
19,251	-37,23		
19,262	-43,157		
19,274	-39,082		
19,285	-36,674		
19,297	-35,748		
19,308	-38,341		
19,32	-32,229		
19,331	-26,117		
19,342	-29,08		
19,354	-25,376		
19,366	-32,414		
19,377	-37,971		
19,39	-52,974		
19,403	-52,974		
19,416	-49,269		
19,428	-38,712		
19,44	-25,19		
19,451	-20,56		
19,463	-18,337		
19,476	-27,043		
19,488	-20,375		
19,501	-22,227		
19,513	-22,042		
19,524	-11,669		
19,535	-23,523		
19,547	-17,967		
19,558	-16,3		
19,569	-25,746		
19,58	-22,597		
19,592	-28,895		
19,603	-35,748		
19,616	-30,191		
19,629	-25,005		
19,642	-21,486		
19,655	-27,598		
19,666	-28,524		
19,678	-36,674		
19,689	-35,933		
19,701	-33,711		
19,712	-25,746		
19,724	-26,672		
19,735	-26,672		
19,747	-26,117		
19,758	-28,154		
19,769	-30,562		
19,78	-23,153		
19,792	-14,077		
19,803	-24,82		
19,814	-27,413		
19,825	-24,82		
19,837	-24,079		
19,848	-19,634		
19,859	-24,264		
19,87	-26,672		
19,881	-32,97		
19,892	-35,192		
19,904	-37,23		
19,915	-33,34		
19,927	-29,265		
19,939	-19,819		
19,95	-17,596		
19,962	-30,562		
19,973	-32,044		
19,983	-44,268		
19,994	-49,825		
20,005	-42,046		
20,017	-42,972		
20,028	-43,342		
20,038	-48,714		
20,049	-55,567		
20,061	-55,567		
20,073	-51,492		
20,087	-42,416		
20,099	-42,416		
20,112	-46,121		
20,125	-47,973		
20,137	-30,747		
20,15	-20,56		
20,163	-19,263		
20,177	-25,561		
20,19	-11,299		
20,203	-20,56		
20,214	-27,228		
20,226	-44,268		
20,237	-47,417		
20,248	-34,266		
20,261	-17,781		
20,274	-12,04		
20,288	-7,965		
20,301	-16,3		
20,314	-15,374		
20,327	-12,595		
20,34	-23,894		
20,352	-23,523		
20,366	-27,413		
20,38	-34,266		
20,392	-34,266		
20,405	-51,492		
20,419	-51,863		
20,432	-45,009		
20,445	-47,047		
20,456	-38,156		
20,469	-25,19		
20,48	-27,969		
20,493	-28,524		
20,506	-37,045		
20,518	-31,858		
20,53	-37,6		
20,543	-38,526		
20,555	-46,121		
20,568	-41,675		
20,581	-44,639		
20,594	-47,973		
20,607	-35,933		
20,619	-33,896		
20,631	-30,377		
20,642	-27,969		
20,654	-33,896		
20,666	-27,228		
20,678	-23,894		
20,69	-26,487		
20,703	-38,156		
20,714	-38,156		
20,727	-36,489		
20,74	-27,784		
20,753	-30,562		
20,764	-34,452		
20,776	-25,005		
20,787	-28,524		
20,797	-35,378		
20,811	-37,045		
20,822	-34,081		
20,833	-40,564		
20,844	-32,229		
20,857	-43,342		
20,869	-46,676		
20,882	-46,306		
20,895	-55,937		
20,907	-60,383		
20,921	-46,491		
20,931	-36,674		
20,944	-36,859		
20,956	-31,673		
20,97	-24,635		
20,983	-12,41		
20,994	-17,781		
21,005	-18,522		
21,017	-25,376		
21,03	-32,229		
21,041	-32,229		
21,052	-33,34		
21,064	-44,083		
21,076	-46,862		
21,09	-50,01		
21,103	-25,931		
21,116	-22,782		
21,13	-17,041		
21,142	-20,56		
21,153	-28,339		
21,166	-29,265		
21,178	-35,192		
21,191	-36,674		
21,204	-29,08		
21,218	-42,231		
21,231	-49,084		
21,243	-48,714		
21,255	-37,045		
21,267	-31,858		
21,279	-17,967		
21,29	-18,152		
21,301	-12,225		
21,313	-11,113		
21,325	-11,484		
21,338	-35,563		
21,352	-47,047		
21,363	-48,343		
21,375	-48,343		
21,386	-41,305		
21,398	-34,266		
21,41	-41,675		
21,422	-33,155		
21,435	-24,264		
21,448	-25,561		
21,462	-22,782		
21,475	-30,191		
21,489	-42,787		
21,501	-31,488		
21,514	-37,6		
21,528	-18,893		
21,541	-28,71		
21,553	-27,228		
21,565	-26,857		
21,576	-27,228		
21,587	-17,781		
21,599	-14,077		
21,61	-19,448		
21,622	-15,188		
21,634	-23,523		
21,645	-28,339		
21,657	-26,857		
21,67	-23,894		
21,683	-23,894		
21,699	-25,376		
21,712	-31,673		
21,726	-45,009		
21,739	-40,379		
21,752	-44,639		
21,765	-48,714		
21,777	-53,159		
21,79	-52,048		
21,802	-51,307		
21,816	-50,381		
21,829	-40,193		
21,843	-41,305		
21,855	-42,972		
21,868	-40,934		
21,881	-32,785		
21,894	-29,451		
21,907	-28,71		
21,918	-33,34		
21,929	-26,117		
21,941	-22,412		
21,953	-20,56		
21,966	-22,227		
21,979	-17,596		
21,99	-32,785		
22,002	-31,673		
22,014	-40,379		
22,024	-40,379		
22,037	-30,191		
22,049	-34,266		
22,061	-47,602		
22,073	-42,231		
22,085	-22,782		
22,098	-18,337		
22,11	-13,151		
22,123	-19,819		
22,136	-27,413		
22,148	-33,155		
22,16	-25,931		
22,171	-17,967		
22,182	-19,819		
22,193	-17,596		
22,206	-13,892		
22,218	-25,931		
22,231	-14,262		
22,244	-10,928		
22,256	-21,486		
22,27	-36,304		
22,282	-36,859		
22,294	-40,379		
22,305	-30,006		
22,317	-22,782		
22,331	-18,152		
22,342	-19,819		
22,354	-19,819		
22,364	-16,485		
22,377	-26,672		
22,39	-33,155		
22,403	-38,526		
22,415	-45,565		
22,427	-42,972		
22,437	-44,083		
22,448	-33,711		
22,46	-26,302		
22,471	-43,157		
22,483	-53,715		
22,494	-50,751		
22,506	-41,12		
22,517	-30,747		
22,527	-26,487		
22,539	-34,266		
22,55	-27,598		
22,562	-24,079		
22,573	-29,08		
22,585	-28,154		
22,596	-26,672		
22,608	-22,412		
22,619	-23,709		
22,631	-25,931		
22,642	-19,078		
22,654	-22,227		
22,664	-26,302		
22,677	-32,599		
22,689	-34,081		
22,702	-37,786		
22,713	-35,378		
22,727	-20,93		
22,741	-36,859		
22,753	-48,343		
22,765	-50,751		
22,776	-40,193		
22,788	-39,823		
22,8	-33,155		
22,812	-19,263		
22,823	-17,781		
22,834	-14,633		
22,846	-16,3		
22,857	-23,523		
22,867	-25,376		
22,878	-33,34		
22,889	-31,858		
22,9	-30,932		
22,912	-27,043		
22,922	-27,413		
22,933	-30,006		
22,946	-41,305		
22,957	-49,269		
22,969	-41,305		
22,98	-47,602		
22,991	-43,898		
23,003	-27,598		
23,015	-25,005		
23,026	-25,005		
23,038	-24,449		
23,05	-17,781		
23,063	-20,745		
23,074	-30,006		
23,086	-45,75		
23,096	-42,046		
23,108	-33,525		
23,122	-27,598		
23,135	-26,487		
23,147	-29,265		
23,16	-28,524		
23,173	-25,005		
23,187	-33,34		
23,2	-49,084		
23,212	-58,716		
23,224	-49,084		
23,238	-41,675		
23,248	-41,675		
23,262	-34,822		
23,275	-39,082		
23,287	-36,119		
23,297	-29,08		
23,309	-25,19		
23,32	-25,561		
23,334	-24,449		
23,346	-23,153		
23,359	-18,893		
23,372	-20,93		
23,384	-26,487		
23,395	-34,452		
23,407	-47,602		
23,421	-35,563		
23,434	-42,601		
23,445	-47,788		
23,459	-28,154		
23,471	-20,93		
23,485	-10,558		
23,499	-11,669		
23,512	-14,633		
23,524	-27,784		
23,538	-26,672		
23,55	-38,341		
23,562	-33,34		
23,575	-25,376		
23,588	-21,301		
23,601	-20,56		
23,612	-16,3		
23,623	-12,04		
23,635	-15,374		
