Posição (mm) - Plot 0	Força (N) - Plot 0	Posição (mm) - Plot 1	Força (N) - Plot 1
2,947	165,59		
2,962	162,626		
2,975	158,366		
2,989	149,105		
3,002	139,473		
3,015	141,14		
3,028	137,436		
3,039	130,212		
3,05	133,917		
3,062	165,96		
3,075	178,741		
3,085	176,703		
3,096	167,442		
3,108	160,589		
3,12	172,443		
3,135	167,442		
3,147	167,442		
3,158	165,405		
3,17	168,368		
3,181	168,183		
3,192	169,85		
3,204	162,811		
3,217	172,813		
3,231	174,666		
3,244	166,886		
3,256	170,591		
3,268	175,777		
3,279	166,701		
3,29	172,073		
3,301	175,036		
3,313	174,295		
3,324	170,22		
3,337	170,035		
3,349	163,367		
3,362	160,033		
3,374	153,55		
3,388	158,736		
3,4	170,406		
3,411	164,849		
3,422	164,664		
3,434	161,515		
3,446	142,807		
3,458	142,252		
3,469	141,325		
3,479	141,325		
3,494	150,587		
3,506	148,179		
3,519	156,329		
3,531	168,183		
3,544	181,519		
3,555	178,926		
3,567	179,667		
3,578	182,075		
3,59	193,929		
3,6	189,113		
3,613	180,778		
3,626	175,592		
3,636	181,889		
3,647	180,222		
3,659	184,483		
3,67	179,852		
3,681	168,739		
3,693	155,402		
3,704	150,957		
3,715	148,364		
3,725	152,809		
3,738	157,255		
3,748	162,441		
3,76	167,257		
3,772	164,849		
3,783	172,999		
3,796	167,072		
3,808	167,072		
3,821	154,847		
3,832	157,44		
3,843	163,738		
3,855	176,333		
3,866	177,074		
3,878	169,109		
3,89	160,589		
3,902	192,077		
3,915	193,929		
3,926	191,151		
3,938	181,519		
3,949	166,886		
3,96	155,958		
3,972	164,293		
3,983	181,704		
3,994	177,814		
4,006	173,554		
4,019	170,776		
4,032	160,774		
4,045	172,258		
4,058	169,665		
4,071	162,811		
4,083	170,22		
4,096	173,184		
4,108	180,963		
4,12	169,665		
4,131	169,665		
4,145	165,219		
4,159	181,519		
4,173	190,039		
4,186	194,855		
4,198	196,337		
4,211	193,373		
4,223	183,371		
4,234	193,003		
4,245	202,449		
4,256	198,374		
4,268	194,299		
4,279	193,373		
4,29	191,706		
4,302	184,297		
4,312	198,56		
4,325	199,115		
4,338	198,56		
4,35	196,522		
4,362	195,781		
4,376	191,521		
4,388	195,225		
4,399	193,558		
4,41	188,743		
4,421	187,076		
4,432	191,336		
4,442	198,93		
4,452	198,56		
4,463	198,56		
4,473	202,82		
4,484	200,967		
4,495	200,227		
4,506	198,56		
4,519	200,412		
4,53	190,224		
4,54	184,483		
4,551	193,188		
4,564	193,929		
4,577	200,597		
4,59	206,339		
4,602	209,302		
4,615	195,781		
4,627	198,004		
4,638	196,522		
4,649	203,561		
4,66	206,895		
4,671	208,006		
4,683	205,598		
4,694	202,264		
4,705	215,23		
4,716	217,267		
4,729	206,154		
4,742	211,155		
4,755	212,266		
4,768	210,229		
4,779	208,006		
4,79	208,006		
4,802	215,23		
4,812	211,896		
4,824	222,824		
4,837	225,232		
4,848	221,342		
4,859	211,34		
4,872	205,783		
4,883	193,188		
4,896	202,634		
4,909	219,86		
4,921	225,417		
4,935	231,529		
4,947	211,155		
4,96	214,303		
4,973	234,678		
4,987	238,197		
5	233,382		
5,013	228,38		
5,026	229,307		
5,037	233,567		
5,048	236,345		
5,06	238,012		
5,072	234,308		
5,084	241,531		
5,096	240,79		
5,108	238,383		
5,122	238,383		
5,134	217,267		
5,147	215,044		
5,16	216,711		
5,173	238,012		
5,186	244,495		
5,199	248,199		
5,212	245,606		
5,225	255,608		
5,238	258,201		
5,252	257,831		
5,264	256,905		
5,277	251,719		
5,29	239,679		
5,303	240,605		
5,315	251,533		
5,329	247,458		
5,341	252,274		
5,354	251,533		
5,367	255,794		
5,38	268,389		
5,394	271,908		
5,407	278,946		
5,42	268,759		
5,433	273,205		
5,447	273,205		
5,457	269,685		
5,468	261,535		
5,482	245,791		
5,495	254,127		
5,508	265,24		
5,522	272,464		
5,534	278,761		
5,546	280,058		
5,559	277,279		
5,571	278,576		
5,583	260,609		
5,595	266,537		
5,606	277,279		
5,617	287,096		
5,63	282,651		
5,641	272,464		
5,654	272,464		
5,666	284,318		
5,679	279,502		
5,692	284,133		
5,705	279,317		
5,718	283,577		
5,731	280,799		
5,744	275,983		
5,756	268,018		
5,769	257,831		
5,782	260,054		
5,794	261,535		
5,806	275,242		
5,816	287,096		
5,828	281,91		
5,84	279,873		
5,853	269,871		
5,865	278,391		
5,878	293,394		
5,89	293,209		
5,902	298,21		
5,915	296,913		
5,926	291,171		
5,939	275,427		
5,951	272,834		
5,964	292,097		
5,977	293,023		
5,99	293,394		
6,003	293,764		
6,016	276,909		
6,027	278,946		
6,038	274,316		
6,05	261,35		
6,061	261,535		
6,072	264,314		
6,084	263,202		
6,098	259,498		
6,111	262,276		
6,123	260,795		
6,136	237,086		
6,148	244,124		
6,159	238,568		
6,17	243,198		
6,181	242,272		
6,193	237,086		
6,205	241,717		
6,218	262,832		
6,232	273,575		
6,245	276,909		
6,26	280,243		
6,274	281,354		
6,286	266,351		
6,298	262,832		
6,311	275,612		
6,324	272,834		
6,335	273,019		
6,346	278,576		
6,357	272,649		
6,37	257,646		
6,381	254,682		
6,393	252,645		
6,404	259,498		
6,415	240,42		
6,426	240,42		
6,437	217,823		
6,449	195,781		
6,46	175,221		
6,471	176,888		
6,482	182,816		
6,493	173,554		
6,504	172,443		
6,516	157,255		
6,527	159,292		
6,54	152,254		
6,553	156,699		
6,566	158,181		
6,576	158,922		
6,587	152,624		
6,598	158,366		
6,609	171,332		
6,62	180,222		
6,631	191,706		
6,642	179,481		
6,653	173,74		
6,664	170,591		
6,675	165,96		
6,686	169,85		
6,697	182,26		
6,708	187,261		
6,719	186,15		
6,732	189,113		
6,744	186,52		
6,755	186,52		
6,766	193,744		
6,777	204,116		
6,79	202,449		
6,804	189,854		
6,818	179,111		
6,83	185,779		
6,842	179,852		
6,856	177,074		
6,869	194,299		
6,881	205,598		
6,894	213,192		
6,907	210,599		
6,92	204,487		
6,931	210,229		
6,942	223,009		
6,954	214,489		
6,965	215,415		
6,976	211,155		
6,987	213,007		
6,998	212,266		
7,009	209,117		
7,021	168,739		
7,031	59,642		
7,042	0		
7,053	-1,111		
7,064	-8,52		
7,074	-8,335		
7,085	-0,37		
7,096	-0,37		
7,107	14,447		
7,12	18,337		
7,133	13,336		
7,146	5,371		
7,159	6,668		
7,171	11,669		
7,184	27,228		
7,197	30,377		
7,207	34,266		
7,22	33,525		
7,231	26,672		
7,245	30,747		
7,258	21,856		
7,269	19,263		
7,28	25,005		
7,292	34,452		
7,304	32,229		
7,317	1,482		
7,33	-0,741		
7,344	5,557		
7,356	33,155		
7,368	42,972		
7,38	30,932		
7,391	22,042		
7,403	28,71		
7,415	35,933		
7,428	27,043		
7,441	13,151		
7,454	14,262		
7,468	20,93		
7,481	17,781		
7,493	18,337		
7,506	25,376		
7,521	30,562		
7,532	30,006		
7,543	29,451		
7,554	25,19		
7,566	40,008		
7,578	41,305		
7,589	32,97		
7,601	21,115		
7,614	3,704		
7,625	13,707		
7,636	22,412		
7,649	20,189		
7,662	15,188		
7,675	12,78		
7,686	27,413		
7,697	31,488		
7,708	27,413		
7,721	30,932		
7,732	35,007		
7,745	26,857		
7,758	11,854		
7,771	2,593		
7,785	-2,408		
7,796	17,596		
7,808	18,152		
7,819	30,006		
7,832	43,898		
7,845	38,897		
7,858	31,673		
7,87	33,525		
7,882	34,637		
7,893	34,637		
7,904	30,191		
7,917	32,414		
7,93	41,305		
7,942	36,859		
7,954	30,377		
7,966	26,117		
7,979	23,709		
7,991	25,19		
8,002	20,189		
8,014	8,335		
8,026	11,113		
8,037	31,303		
8,048	39,638		
8,061	35,007		
8,073	30,006		
8,085	20,745		
8,096	14,633		
8,108	6,853		
8,12	6,853		
8,134	10,558		
8,148	13,892		
8,161	11,113		
8,174	17,967		
8,187	20,93		
8,199	26,857		
8,21	28,524		
8,222	29,636		
8,236	20,375		
8,249	10,002		
8,261	14,077		
8,275	28,339		
8,287	27,969		
8,3	40,379		
8,312	48,899		
8,322	39,638		
8,335	33,34		
8,348	15,188		
8,361	14,818		
8,372	12,225		
8,384	12,225		
8,396	17,226		
8,409	17,226		
8,421	13,707		
8,434	27,598		
8,445	24,079		
8,457	22,968		
8,469	29,451		
8,482	34,822		
8,495	38,156		
8,506	42,416		
8,518	37,23		
8,528	31,673		
8,541	34,081		
8,553	37,23		
8,565	41,86		
8,575	45,009		
8,586	50,751		
8,598	47,602		
8,613	39,638		
8,625	36,859		
8,637	34,637		
8,651	27,784		
8,665	24,635		
8,676	22,782		
8,689	38,897		
8,703	40,934		
8,716	37,6		
8,728	34,081		
8,741	34,452		
8,754	34,637		
8,768	26,672		
8,781	14,633		
8,794	24,635		
8,81	32,97		
8,823	42,601		
8,835	37,415		
8,848	27,598		
8,861	25,19		
8,874	15,929		
8,886	20,189		
8,898	21,856		
8,909	13,336		
8,922	11,113		
8,935	30,377		
8,948	37,045		
8,96	45,38		
8,973	44,824		
8,984	41,675		
8,995	30,006		
9,008	29,265		
9,023	48,158		
9,035	49,084		
9,046	51,863		
9,06	51,863		
9,072	58,901		
9,085	48,714		
9,098	41,49		
9,108	35,007		
9,12	44,639		
9,13	51,307		
9,143	50,381		
9,157	45,38		
9,169	45,38		
9,182	31,673		
9,194	33,525		
9,208	51,307		
9,221	60,753		
9,232	47,973		
9,243	51,677		
9,254	56,678		
9,265	48,158		
9,277	39,267		
9,29	34,266		
9,301	25,19		
9,312	23,338		
9,324	33,525		
9,335	44,083		
9,347	41,12		
9,358	37,23		
9,371	45,195		
9,382	40,749		
9,395	40,749		
9,407	39,267		
9,419	37,786		
9,432	39,638		
9,445	38,526		
9,459	43,528		
9,472	39,823		
9,485	34,637		
9,498	34,081		
9,509	42,416		
9,521	39,823		
9,531	38,341		
9,543	40,564		
9,553	40,934		
9,566	39,267		
9,578	47,417		
9,588	46,306		
9,601	37,6		
9,614	39,638		
9,627	51,492		
9,64	50,936		
9,651	45,009		
9,662	43,157		
9,675	33,155		
9,687	42,231		
9,699	46,676		
9,711	52,789		
9,723	45,75		
9,735	42,046		
9,746	46,121		
9,758	53,9		
9,77	55,937		
9,781	53,159		
9,793	53,344		
9,806	51,492		
9,82	39,638		
9,833	33,525		
9,846	37,045		
9,859	47,232		
9,871	47,047		
9,884	39,082		
9,899	45,009		
9,912	55,937		
9,924	47,232		
9,937	40,379		
9,95	58,16		
9,963	62,235		
9,976	51,677		
9,988	45,38		
10,002	43,713		
10,015	29,636		
10,027	27,413		
10,038	46,306		
10,049	46,306		
10,06	55,011		
10,073	51,492		
10,086	40,564		
10,1	37,415		
10,111	24,82		
10,123	27,043		
10,134	28,895		
10,145	27,228		
10,157	30,191		
10,17	31,858		
10,184	41,305		
10,197	44,824		
10,21	40,749		
10,223	42,972		
10,236	40,934		
10,251	44,268		
10,263	45,38		
10,275	51,122		
10,287	53,9		
10,302	54,27		
10,315	47,417		
10,328	45,009		
10,339	44,824		
10,351	42,231		
10,361	48,714		
10,374	48,714		
10,385	42,046		
10,396	20,56		
10,41	19,634		
10,423	36,859		
10,434	48,343		
10,445	54,27		
10,458	54,456		
10,472	39,267		
10,485	32,97		
10,496	28,71		
10,509	32,97		
10,522	55,937		
10,534	54,456		
10,546	39,638		
10,557	33,155		
10,569	26,857		
10,58	24,449		
10,592	29,265		
10,605	37,415		
10,618	55,197		
10,631	54,085		
10,644	53,159		
10,657	41,305		
10,669	48,158		
10,681	52,974		
10,692	38,526		
10,704	38,526		
10,715	39,823		
10,726	50,751		
10,738	55,011		
10,751	49,64		
10,764	61,309		
10,775	66,31		
10,787	48,899		
10,8	38,712		
10,813	29,821		
10,826	22,968		
10,839	33,711		
10,852	44,824		
10,865	47,047		
10,877	52,048		
10,889	49,825		
10,9	56,493		
10,913	56,308		
10,924	52,789		
10,935	55,937		
10,947	57,419		
10,958	45,195		
10,97	50,936		
10,981	49,084		
10,992	49,084		
11,006	58,16		
11,021	59,642		
11,032	59,642		
11,043	56,308		
11,056	34,452		
11,068	45,195		
11,079	49,825		
11,09	42,231		
11,101	44,083		
11,114	42,787		
11,127	59,086		
11,138	65,754		
11,149	55,752		
11,161	55,197		
11,172	60,012		
11,184	52,048		
11,197	48,899		
11,209	35,378		
11,221	47,602		
11,233	52,233		
11,245	49,64		
11,257	46,676		
11,269	38,897		
11,28	45,009		
11,292	48,529		
11,303	42,416		
11,316	29,636		
11,329	31,673		
11,342	32,97		
11,354	32,97		
11,366	35,563		
11,377	41,86		
11,389	51,307		
11,4	55,011		
11,411	56,678		
11,422	50,381		
11,434	49,269		
11,444	59,457		
11,456	53,159		
11,467	53,159		
11,479	46,676		
11,489	47,602		
11,502	50,01		
11,512	57,049		
11,526	57,419		
11,54	47,047		
11,553	40,749		
11,567	38,712		
11,58	15,003		
11,592	19,448		
11,604	25,005		
11,616	24,264		
11,627	33,525		
11,638	40,934		
11,65	39,267		
11,662	37,6		
11,674	42,416		
11,684	42,416		
11,697	38,897		
11,709	38,156		
11,721	45,565		
11,733	51,677		
11,746	46,306		
11,759	42,972		
11,772	48,343		
11,786	35,933		
11,799	39,267		
11,812	33,896		
11,825	27,413		
11,838	15,929		
11,85	15,374		
11,863	22,227		
11,875	27,969		
11,886	41,49		
11,898	43,713		
11,911	37,6		
11,924	45,565		
11,934	51,677		
11,945	42,046		
11,957	30,562		
11,969	31,303		
11,982	17,967		
11,995	11,854		
12,009	21,856		
12,022	33,525		
12,036	22,968		
12,049	18,337		
12,061	31,303		
12,073	27,043		
12,085	23,894		
12,097	30,006		
12,11	34,452		
12,12	32,229		
12,132	32,785		
12,143	41,86		
12,155	40,934		
12,165	37,23		
12,177	33,711		
12,19	41,49		
12,204	37,971		
12,216	33,896		
12,229	36,489		
12,241	41,86		
12,252	43,157		
12,265	20,56		
12,276	21,486		
12,287	17,041		
12,3	26,117		
12,313	24,079		
12,326	12,966		
12,339	12,966		
12,354	23,523		
12,367	16,485		
12,38	37,6		
12,392	40,564		
12,406	33,34		
12,419	23,153		
12,435	28,71		
12,448	23,523		
12,461	23,338		
12,474	25,561		
12,486	17,596		
12,498	11,299		
12,51	13,707		
12,522	19,263		
12,535	10,187		
12,548	12,41		
12,561	21,301		
12,574	29,636		
12,588	24,449		
12,601	17,226		
12,613	8,706		
12,625	13,336		
12,64	27,784		
12,655	35,192		
12,668	35,192		
12,682	33,711		
12,697	29,451		
12,71	36,674		
12,723	34,452		
12,736	14,447		
12,748	10,373		
12,762	12,41		
12,774	21,486		
12,786	25,005		
12,797	17,781		
12,81	30,191		
12,822	30,562		
12,836	36,674		
12,847	35,563		
12,858	26,857		
12,871	3,519		
12,882	13,151		
12,893	24,449		
12,905	30,562		
12,918	24,449		
12,931	27,043		
12,944	24,079		
12,956	19,634		
12,968	15,929		
12,98	18,522		
12,992	27,784		
13,005	28,524		
13,018	32,414		
13,028	29,451		
13,04	28,895		
13,053	22,042		
13,066	17,411		
13,079	11,854		
13,091	6,483		
13,104	9,632		
13,117	31,488		
13,13	35,192		
13,143	28,895		
13,156	19,263		
13,169	6,668		
13,181	7,409		
13,194	19,078		
13,208	30,932		
13,22	23,523		
13,233	24,635		
13,248	23,523		
13,261	36,674		
13,273	30,377		
13,284	27,043		
13,295	20,56		
13,307	13,521		
13,32	7,779		
13,333	20,189		
13,345	28,895		
13,357	33,896		
13,37	30,191		
13,382	41,675		
13,393	40,749		
13,406	32,044		
13,419	25,561		
13,432	20,745		
13,444	11,854		
13,457	4,445		
13,47	10,743		
13,483	21,115		
13,495	13,336		
13,506	13,151		
13,519	24,82		
13,53	29,636		
13,541	28,524		
13,553	20,745		
13,566	30,747		
13,578	19,263		
13,589	7,038		
13,601	8,335		
13,614	16,855		
13,625	12,595		
13,636	14,818		
13,648	18,522		
13,659	31,673		
13,67	43,528		
13,681	30,006		
13,693	14,262		
13,704	6,483		
13,716	0,185		
13,726	4,816		
13,738	14,818		
13,749	27,784		
13,761	28,524		
13,772	34,081		
13,783	32,599		
13,794	38,156		
13,806	39,823		
13,816	33,525		
13,828	18,152		
13,838	13,892		
13,849	23,153		
13,861	26,672		
13,871	17,226		
13,883	-1,852		
13,896	20,189		
13,909	12,04		
13,921	10,928		
13,935	13,336		
13,948	17,226		
13,961	20,56		
13,974	15,374		
13,986	23,153		
14	31,673		
14,013	38,712		
14,027	36,674		
14,039	26,672		
14,052	27,413		
14,065	32,414		
14,076	36,119		
14,088	42,416		
14,1	34,822		
14,111	24,635		
14,123	12,225		
14,135	13,521		
14,146	23,523		
14,157	27,969		
14,168	39,082		
14,18	36,304		
14,191	39,267		
14,202	27,784		
14,213	23,523		
14,225	17,226		
14,236	21,856		
14,247	20,56		
14,258	14,077		
14,269	13,521		
14,28	24,635		
14,291	30,562		
14,303	25,376		
14,315	18,337		
14,326	20,375		
14,339	17,967		
14,353	20,93		
14,367	25,931		
14,382	32,229		
14,395	35,933		
14,408	33,34		
14,421	32,785		
14,434	41,86		
14,447	27,969		
14,46	16,855		
14,473	13,151		
14,486	2,037		
14,498	10,558		
14,512	20,375		
14,525	29,451		
14,538	22,968		
14,55	21,486		
14,561	27,598		
14,572	30,932		
14,584	35,192		
14,595	30,562		
14,609	25,005		
14,622	22,412		
14,635	22,412		
14,649	21,115		
14,662	32,599		
14,675	32,97		
14,687	28,154		
14,7	27,784		
14,712	32,044		
14,723	34,081		
14,735	38,156		
14,746	32,785		
14,759	32,229		
14,772	29,821		
14,785	21,671		
14,798	35,378		
14,812	35,563		
14,823	34,081		
14,836	31,118		
14,85	41,86		
14,863	34,637		
14,876	13,521		
14,889	-2,593		
14,902	4,631		
14,913	6,853		
14,925	2,778		
14,937	7,038		
14,948	10,002		
14,96	20,004		
14,972	13,521		
14,985	-0,926		
14,996	-2,223		
15,007	7,409		
15,019	16,3		
15,031	25,005		
15,042	23,709		
15,055	25,376		
15,066	34,637		
15,077	36,489		
15,089	32,414		
15,102	37,6		
15,115	21,856		
15,128	26,302		
15,14	31,118		
15,152	38,712		
15,162	42,787		
15,175	37,045		
15,188	23,153		
15,2	22,227		
15,211	28,524		
15,223	32,599		
15,235	31,488		
15,246	28,339		
15,259	38,897		
15,272	31,488		
15,283	27,598		
15,295	27,598		
15,306	24,635		
15,319	10,928		
15,331	7,409		
15,342	14,262		
15,354	10,558		
15,367	7,224		
15,38	24,079		
15,393	40,749		
15,405	43,157		
15,418	36,119		
15,431	35,378		
15,444	28,71		
15,458	31,673		
15,47	27,598		
15,482	14,818		
15,492	14,262		
15,506	10,928		
15,521	1,482		
15,533	2,408		
15,545	5,186		
15,558	9,446		
15,572	18,893		
15,584	24,635		
15,597	2,778		
15,61	7,409		
15,622	7,409		
15,633	19,448		
15,645	16,485		
15,656	13,892		
15,669	34,822		
15,682	41,86		
15,695	47,047		
15,707	33,155		
15,719	23,338		
15,731	34,081		
15,744	40,379		
15,757	35,007		
15,77	36,674		
15,783	24,264		
15,796	17,041		
15,807	20,745		
15,818	24,82		
15,83	19,078		
15,841	8,52		
15,852	10,743		
15,864	13,151		
15,877	22,042		
15,887	30,747		
15,9	30,191		
15,913	18,522		
15,926	9,632		
15,94	18,893		
15,953	18,893		
15,966	4,631		
15,979	-2,778		
15,992	1,297		
16,005	1,852		
16,018	6,483		
16,029	9,632		
16,04	25,931		
16,05	36,304		
16,061	33,525		
16,073	18,522		
16,085	16,3		
16,098	25,561		
16,108	13,336		
16,119	10,187		
16,131	15,374		
16,148	16,3		
16,162	21,856		
16,174	29,08		
16,187	18,522		
16,201	24,264		
16,213	32,044		
16,226	31,303		
16,238	14,633		
16,249	6,298		
16,261	12,78		
16,274	21,115		
16,285	20,56		
16,297	20,004		
16,308	14,633		
16,32	7,409		
16,332	8,15		
16,343	11,854		
16,354	12,225		
16,365	25,005		
16,377	34,266		
16,39	43,713		
16,401	51,122		
16,412	38,156		
16,424	28,71		
16,436	19,634		
16,448	19,819		
16,46	26,117		
16,473	15,744		
16,483	10,002		
16,495	14,262		
16,509	30,377		
16,522	29,451		
16,535	21,301		
16,547	20,93		
16,561	10,558		
16,573	8,706		
16,585	2,037		
16,599	7,779		
16,61	8,891		
16,621	8,15		
16,633	27,598		
16,643	31,118		
16,655	30,932		
16,666	34,822		
16,677	23,153		
16,691	36,119		
16,704	32,785		
16,72	24,079		
16,733	26,117		
16,746	22,968		
16,759	19,634		
16,771	27,784		
16,785	23,153		
16,797	27,228		
16,81	28,524		
16,822	30,191		
16,832	28,339		
16,844	26,672		
16,857	29,08		
16,87	14,447		
16,885	5,927		
16,898	26,857		
16,91	31,118		
16,923	37,6		
16,936	35,007		
16,949	33,711		
16,962	37,23		
16,976	38,897		
16,989	42,787		
17,002	46,121		
17,014	41,675		
17,026	39,638		
17,04	39,082		
17,052	33,525		
17,066	30,191		
17,08	22,968		
17,091	35,748		
17,104	22,597		
17,117	31,118		
17,13	43,342		
17,142	45,565		
17,154	34,822		
17,165	38,897		
17,176	37,415		
17,189	33,896		
17,201	31,673		
17,215	37,971		
17,227	45,195		
17,238	44,083		
17,25	33,711		
17,264	35,933		
17,276	30,932		
17,29	29,08		
17,302	36,489		
17,316	39,267		
17,328	29,821		
17,341	33,525		
17,355	24,264		
17,367	23,523		
17,38	28,154		
17,392	28,339		
17,402	28,524		
17,416	23,894		
17,43	13,151		
17,442	20,004		
17,457	30,191		
17,468	30,747		
17,48	29,636		
17,492	28,524		
17,506	34,452		
17,517	39,267		
17,528	40,934		
17,54	45,38		
17,552	45,75		
17,564	28,339		
17,576	21,486		
17,588	21,115		
17,601	21,115		
17,613	23,709		
17,625	25,931		
17,64	31,303		
17,653	41,49		
17,666	32,599		
17,679	15,559		
17,692	16,855		
17,703	11,113		
17,715	14,262		
17,726	19,819		
17,737	31,118		
17,748	39,823		
17,759	41,12		
17,772	40,193		
17,784	45,195		
17,796	46,862		
17,806	35,748		
17,818	33,711		
17,83	36,859		
17,841	40,934		
17,852	28,895		
17,863	18,152		
17,874	19,819		
17,886	21,671		
17,896	30,562		
17,907	40,379		
17,919	44,083		
17,931	44,083		
17,944	33,155		
17,957	38,341		
17,969	34,266		
17,98	38,526		
17,991	45,195		
18,003	43,898		
18,015	53,9		
18,025	56,493		
18,036	53,53		
18,047	58,16		
18,058	51,677		
18,07	50,936		
18,083	62,42		
18,096	41,305		
18,107	27,228		
18,119	17,967		
18,131	19,263		
18,142	26,487		
18,153	33,34		
18,166	25,005		
18,18	25,931		
18,195	35,192		
18,209	44,639		
18,222	49,269		
18,235	54,456		
18,247	51,122		
18,261	51,122		
18,273	44,083		
18,287	45,935		
18,297	46,676		
18,308	39,267		
18,322	37,971		
18,334	37,6		
18,347	34,266		
18,361	26,857		
18,373	43,157		
18,388	44,083		
18,401	43,528		
18,413	46,862		
18,427	51,307		
18,441	46,121		
18,452	44,454		
18,465	38,526		
18,478	39,638		
18,493	42,787		
18,506	54,456		
18,518	47,973		
18,53	44,824		
18,544	43,898		
18,558	28,154		
18,57	28,895		
18,583	28,895		
18,599	38,156		
18,613	44,639		
18,625	45,009		
18,638	52,789		
18,651	64,458		
18,663	58,531		
18,674	53,715		
18,686	52,789		
18,698	55,937		
18,71	52,789		
18,724	58,16		
18,737	59,642		
18,749	47,973		
18,76	42,972		
18,771	34,081		
