Posição (mm) - Plot 0	Força (N) - Plot 0	Posição (mm) - Plot 1	Força (N) - Plot 1
18,782	42,787		
18,794	40,379		
18,806	37,23		
18,817	32,414		
18,828	51,863		
18,841	52,974		
18,852	48,714		
18,864	47,788		
18,876	35,007		
18,888	42,787		
18,899	46,862		
18,912	46,862		
18,924	49,64		
18,936	58,345		
18,947	51,307		
18,959	38,526		
18,972	29,451		
18,986	32,044		
18,997	33,896		
19,011	38,156		
19,024	44,083		
19,037	50,381		
19,048	59,271		
19,059	55,011		
19,071	63,161		
19,084	56,864		
19,095	56,493		
19,107	63,161		
19,117	68,903		
19,128	64,273		
19,142	65,94		
19,156	54,456		
19,169	51,492		
19,181	52,789		
19,195	46,491		
19,207	46,491		
19,224	54,27		
19,238	54,27		
19,251	58,531		
19,263	61,679		
19,276	68,162		
19,288	52,233		
19,302	59,271		
19,314	61,124		
19,328	57,604		
19,34	62,976		
19,352	59,086		
19,363	54,456		
19,377	56,678		
19,39	55,752		
19,402	58,716		
19,416	60,939		
19,429	45,935		
19,44	46,862		
19,451	50,01		
19,463	61,124		
19,476	62,235		
19,488	54,456		
19,502	50,01		
19,515	57,79		
19,529	66,31		
19,541	62,791		
19,555	60,939		
19,567	60,939		
19,579	59,086		
19,59	63,161		
19,602	59,086		
19,613	53,344		
19,625	53,715		
19,638	53,53		
19,651	44,639		
19,664	31,488		
19,676	35,933		
19,689	49,455		
19,701	54,085		
19,713	51,677		
19,724	57,975		
19,736	70,755		
19,748	72,052		
19,76	70,941		
19,771	53,159		
19,782	47,417		
19,794	52,603		
19,806	42,046		
19,819	53,53		
19,83	62,05		
19,841	61,679		
19,852	57,79		
19,865	70,2		
19,878	76,497		
19,892	75,201		
19,904	82,239		
19,917	71,311		
19,93	72,608		
19,942	81,313		
19,953	79,09		
19,965	72,422		
19,98	65,569		
19,993	65,754		
20,006	60,753		
20,02	60,198		
20,032	70,941		
20,046	81,684		
20,058	72,978		
20,072	62,42		
20,084	63,902		
20,097	75,756		
20,11	82,98		
20,122	84,277		
20,136	83,165		
20,148	85,388		
20,162	77,979		
20,174	89,463		
20,186	87,981		
20,197	72,422		
20,21	78,535		
20,223	78,535		
20,237	68,162		
20,25	53,53		
20,262	55,567		
20,274	46,676		
20,287	51,122		
20,297	57,049		
20,309	43,157		
20,321	47,232		
20,332	52,603		
20,344	51,492		
20,356	51,863		
20,369	66,68		
20,38	77,609		
20,392	80,757		
20,404	75,756		
20,418	67,051		
20,43	59,086		
20,443	53,53		
20,455	49,64		
20,468	51,122		
20,48	57,419		
20,491	62,791		
20,503	70,385		
20,515	71,126		
20,527	83,536		
20,539	74,275		
20,55	74,275		
20,561	76,497		
20,572	78,35		
20,583	85,388		
20,594	84,277		
20,605	79,09		
20,618	63,717		
20,632	69,459		
20,647	77,423		
20,66	88,907		
20,672	79,831		
20,684	80,202		
20,696	85,388		
20,709	89,278		
20,72	75,756		
20,733	70,941		
20,745	86,499		
20,758	96,501		
20,77	88,537		
20,782	67,977		
20,794	61,494		
20,808	52,789		
20,822	54,27		
20,833	75,386		
20,846	72,793		
20,858	61,309		
20,872	62,235		
20,884	66,68		
20,897	74,83		
20,91	77,794		
20,924	87,611		
20,937	60,753		
20,95	62,05		
20,962	70,014		
20,974	73,534		
20,985	73,904		
20,996	79,276		
21,009	91,13		
21,02	88,352		
21,032	87,796		
21,043	97,242		
21,054	99,28		
21,067	93,167		
21,078	83,906		
21,089	72,422		
21,102	66,68		
21,116	66,866		
21,126	70,57		
21,137	75,942		
21,148	77,979		
21,159	74,46		
21,172	86,129		
21,185	70,385		
21,198	65,384		
21,21	65,384		
21,224	64,087		
21,238	73,163		
21,25	84,832		
21,262	92,056		
21,274	89,278		
21,288	92,797		
21,302	86,129		
21,316	91,315		
21,328	91,686		
21,341	98,539		
21,354	95,39		
21,366	84,462		
21,378	78,72		
21,391	78,905		
21,402	89,463		
21,413	92,056		
21,424	87,425		
21,437	88,352		
21,45	88,722		
21,463	91,5		
21,476	85,758		
21,489	72,422		
21,502	67,236		
21,515	67,607		
21,527	64,828		
21,538	64,828		
21,55	83,536		
21,562	88,722		
21,576	97,983		
21,588	92,797		
21,601	87,981		
21,613	101,132		
21,625	105,207		
21,637	98,354		
21,65	105,022		
21,662	99,28		
21,675	83,906		
21,686	75,386		
21,698	84,462		
21,709	89,278		
21,72	79,276		
21,731	73,904		
21,742	65,013		
21,753	62,976		
21,765	96,316		
21,778	103,355		
21,79	100,021		
21,801	98,168		
21,812	99,28		
21,823	100,206		
21,834	92,982		
21,846	87,055		
21,857	77,609		
21,869	97,798		
21,88	98,724		
21,891	87,425		
21,902	80,017		
21,913	82,61		
21,924	91,686		
21,935	100,206		
21,946	100,576		
21,957	88,722		
21,968	90,389		
21,98	74,83		
21,991	76,868		
22,003	82,424		
22,015	98,168		
22,025	106,874		
22,035	105,392		
22,046	106,503		
22,056	105,577		
22,067	103,169		
22,078	101,873		
22,091	94,649		
22,105	73,904		
22,117	82,424		
22,129	96,316		
22,14	97,798		
22,151	94,649		
22,162	94,649		
22,174	88,722		
22,186	88,722		
22,198	86,87		
22,211	82,61		
22,224	80,017		
22,236	78,72		
22,25	95,39		
22,262	100,021		
22,276	102,799		
22,288	87,24		
22,301	88,722		
22,314	85,388		
22,326	80,757		
22,338	82,239		
22,349	78,72		
22,361	88,537		
22,374	99,835		
22,388	97,242		
22,401	102,429		
22,414	100,021		
22,427	101,502		
22,439	110,764		
22,451	116,876		
22,462	108,17		
22,473	104,651		
22,485	104,281		
22,498	100,947		
22,509	88,166		
22,521	88,166		
22,532	89,833		
22,543	100,762		
22,556	117,432		
22,569	119,469		
22,581	116,691		
22,593	116,135		
22,605	124,285		
22,616	118,543		
22,628	113,727		
22,64	117,432		
22,651	119,84		
22,663	105,577		
22,674	95,761		
22,686	114,653		
22,698	125,396		
22,71	117,246		
22,724	106,133		
22,736	101,317		
22,75	126,508		
22,764	113,727		
22,777	111,504		
22,79	114,468		
22,804	113,357		
22,821	103,355		
22,834	110,208		
22,846	110,208		
22,86	110,578		
22,873	119,469		
22,886	126,137		
22,899	131,509		
22,913	126,878		
22,924	126,508		
22,936	123,914		
22,948	134,102		
22,961	139,658		
22,972	138,732		
22,983	131,509		
22,997	127,063		
23,011	116,32		
23,024	115,579		
23,037	142,066		
23,048	126,693		
23,061	119,284		
23,073	122,988		
23,085	119,284		
23,098	145,4		
23,11	139,288		
23,123	146,327		
23,134	142,066		
23,147	123,544		
23,159	117,432		
23,171	118,543		
23,184	122,803		
23,197	124,841		
23,208	118,173		
23,22	115,765		
23,233	128,73		
23,246	130,583		
23,263	127,063		
23,276	118,728		
23,289	114,839		
23,301	118,358		
23,314	140,214		
23,326	143,733		
23,338	145,586		
23,349	141,14		
23,363	125,767		
23,376	138,362		
23,389	142,066		
23,401	136,51		
23,413	138,547		
23,425	139,288		
23,436	146,141		
23,448	150,957		
23,46	156,329		
23,471	150,216		
23,483	148,364		
23,496	141,325		
23,509	134,657		
23,521	147,623		
23,534	153,365		
23,547	154,662		
23,559	150,401		
23,57	157,996		
23,582	167,072		
23,594	157,255		
23,607	160,589		
23,619	168,368		
23,63	166,331		
23,64	153,18		
23,653	139,844		
23,665	135,954		
23,676	133,176		
23,689	140,029		
23,702	143,919		
23,715	157,44		
23,727	165,775		
23,739	168,553		
23,75	170,22		
23,763	162,07		
23,776	167,442		
23,79	175,777		
23,801	171,517		
23,812	174,666		
23,825	176,518		
23,837	167,998		
23,849	152,624		
23,862	147,067		
23,874	145,956		
23,887	151,698		
23,9	153,18		
23,911	148,92		
23,923	139,288		
23,933	143,178		
23,945	161,144		
23,956	169,665		
23,97	153,55		
23,983	146,697		
23,997	146,141		
24,012	171,146		
24,025	163,367		
24,036	156,329		
24,047	151,328		
24,061	183,556		
24,073	194,114		
24,087	186,335		
24,099	178,185		
24,113	187,261		
24,128	187,631		
24,14	187,817		
24,152	172,073		
24,164	166,145		
24,177	164,478		
24,187	161,515		
24,199	177,074		
24,21	193,929		
24,222	192,077		
24,234	184,668		
24,245	180,408		
24,256	182,63		
24,268	181,149		
24,279	176,147		
24,291	169,294		
24,302	166,331		
24,314	159,477		
24,328	163,923		
24,34	162,997		
24,351	175,407		
24,364	182,445		
24,378	188,557		
24,39	178,926		
24,402	176,333		
24,414	185,409		
24,425	185,964		
24,437	190,039		
24,448	193,003		
24,459	186,15		
24,471	190,78		
24,483	190,78		
24,495	186,705		
24,508	190,039		
24,518	182,445		
24,53	174,11		
24,543	196,152		
24,556	192,632		
24,569	194,114		
24,581	199,486		
24,594	209,302		
24,607	206,895		
24,618	202,634		
24,629	207,821		
24,64	207,265		
24,652	211,896		
24,664	210,969		
24,677	214,859		
24,687	216,341		
24,698	216,156		
24,71	216,526		
24,722	228,01		
24,733	219,305		
24,744	212,451		
24,756	203,375		
24,767	201,153		
24,777	198,745		
24,788	193,003		
24,799	198,56		
24,811	198,56		
24,823	202,079		
24,834	213,748		
24,846	215,23		
24,857	230,974		
24,868	230,047		
24,881	223,75		
24,895	226,343		
24,909	231,714		
24,922	238,938		
24,934	239,309		
24,949	241,902		
24,962	238,197		
24,974	245,606		
24,986	235,049		
24,997	228,195		
25,009	228,751		
25,02	235,049		
25,032	238,938		
25,043	237,086		
25,055	245,236		
25,067	237,086		
25,079	231,159		
25,091	223,935		
25,102	228,751		
25,114	236,16		
25,125	233,752		
25,137	237,271		
25,147	239,679		
25,158	238,568		
25,169	239,494		
25,18	238,753		
25,191	248,57		
25,202	245,051		
25,213	249,496		
25,225	252,089		
25,236	246,903		
25,247	243,754		
25,259	240,05		
25,27	257,275		
25,283	258,942		
25,295	264,314		
25,306	254,312		
25,317	243,013		
25,329	246,347		
25,341	270,797		
25,352	264,314		
25,364	259,498		
25,377	258,942		
25,39	260,609		
25,401	263,573		
25,413	256,534		
25,425	245,051		
25,439	248,199		
25,451	250,422		
25,464	245,051		
25,477	245,421		
25,49	261,35		
25,502	256,72		
25,512	248,94		
25,523	254,497		
25,536	269,315		
25,549	278,946		
25,563	290,616		
25,575	298,21		
25,587	293,95		
25,601	291,912		
25,611	304,322		
25,624	302,285		
25,637	294,876		
25,649	287,282		
25,663	293,209		
25,675	295,431		
25,689	298,58		
25,704	288,022		
25,718	277,65		
25,73	290,616		
25,744	305,804		
25,756	309,323		
25,77	314,139		
25,782	308,212		
25,796	308,212		
25,806	308,767		
25,819	304,878		
25,828	298,58		
25,84	286,541		
25,855	296,543		
25,869	297,839		
25,881	296,172		
25,893	302,47		
25,905	312,842		
25,918	320,622		
25,933	320,992		
25,944	318,77		
25,954	307,471		
25,965	303,581		
25,977	304,878		
25,989	304,507		
26,002	321,177		
26,015	336,736		
26,026	345,071		
26,038	347,664		
26,049	322,474		
26,059	328,772		
26,07	337,662		
26,082	343,219		
26,095	348,776		
26,107	343,775		
26,121	336,736		
26,135	339,144		
26,148	334,513		
26,16	338,588		
26,174	326,919		
26,186	337,848		
26,2	343,589		
26,212	348,59		
26,224	362,482		
26,235	366,928		
26,248	367,668		
26,259	358,593		
26,27	358,222		
26,282	366,928		
26,294	371,188		
26,305	376,744		
26,317	364,89		
26,328	370,447		
26,339	377,115		
26,351	376,744		
26,361	375,448		
26,375	367,113		
26,387	354,332		
26,4	353,592		
26,415	350,072		
26,427	355,999		
26,441	377,856		
26,454	377,856		
26,467	375,633		
26,482	364,334		
26,495	363,038		
26,509	376,744		
26,521	401,935		
26,534	393,97		
26,545	396,008		
26,556	388,043		
26,568	390,451		
26,579	394,896		
26,59	388,969		
26,602	384,709		
26,614	373,966		
26,627	277,65		
26,639	210,784		
26,651	208,191		
26,663	200,041		
26,677	197,819		
26,689	202,079		
26,701	210,969		
26,715	216,711		
26,726	230,974		
26,737	239,494		
26,748	238,938		
26,759	243,198		
26,77	251,163		
26,783	251,163		
26,794	244,68		
26,806	240,235		
26,82	224,676		
26,831	218,749		
26,842	215,23		
26,854	224,306		
26,867	230,233		
26,88	214,674		
26,893	211,71		
26,907	207,45		
26,919	222,824		
26,933	241,902		
26,944	241,717		
26,954	238,753		
26,966	248,385		
26,977	256,72		
26,989	257,275		
27,003	252,645		
27,015	216,711		
27,026	104,096		
27,041	7,594		
27,055	-15,374		
27,068	-17,411		
27,082	-21,856		
27,097	-9,076		
27,11	-9,076		
27,122	-14,447		
27,135	-15,559		
27,148	-10,743		
27,162	-12,966		
27,174	-19,263		
27,188	-18,337		
27,2	-18,152		
27,212	-28,154		
27,224	-34,452		
27,236	-25,561		
27,249	-15,188		
27,263	-10,373		
27,276	-10,002		
27,288	-10,743		
27,302	-4,445		
27,314	-6,112		
27,328	-7,779		
27,34	-13,707		
27,353	-8,15		
27,364	-4,816		
27,376	-13,521		
27,387	-12,41		
27,399	-8,15		
27,41	-10,743		
27,421	-14,077		
27,432	-17,781		
27,444	-15,374		
27,457	-7,038		
27,47	-25,931		
27,483	-35,563		
27,496	-37,415		
27,509	-33,34		
27,521	-35,378		
27,532	-30,191		
27,543	-21,115		
27,555	-3,704		
27,568	-6,483		
27,58	-5,927		
27,591	-9,261		
27,602	-10,187		
27,615	0,741		
27,628	-12,225		
27,639	-16,3		
27,651	-26,117		
27,664	-30,562		
27,677	-22,227		
27,69	-18,152		
27,703	-33,155		
27,716	-29,08		
27,73	-21,671		
27,742	-29,265		
27,755	-12,41		
27,767	-12,41		
27,777	-10,928		
27,791	-18,337		
27,803	-20,189		
27,816	-15,003		
27,829	-19,448		
27,843	-17,226		
27,856	-8,52		
27,869	-5,557		
27,883	-8,335		
27,896	-0,741		
27,91	-7,779		
27,922	-15,003		
27,933	-28,154		
27,945	-30,191		
27,956	-27,969		
27,968	-16,114		
27,979	-10,187		
27,99	-4,816		
28	-9,261		
28,012	-8,706		
28,025	-4,631		
28,039	-30,562		
28,052	-39,453		
28,069	-26,302		
28,082	-14,818		
28,095	-14,818		
28,108	-24,264		
28,121	-17,781		
28,134	-8,335		
28,145	-19,078		
28,155	-20,189		
28,166	-12,04		
28,179	-13,151		
28,191	-5,742		
28,203	-6,668		
28,215	-20,56		
28,227	-25,561		
28,238	-27,784		
28,252	-19,078		
28,265	-13,336		
28,277	-17,596		
28,291	-25,005		
28,303	-22,412		
28,316	-13,336		
28,329	0,37		
28,341	-2,964		
28,354	-8,15		
28,367	-11,669		
28,38	-19,263		
28,392	-28,339		
28,404	-35,378		
28,419	-25,376		
28,43	-14,633		
28,442	-21,671		
28,457	-21,301		
28,471	-28,524		
28,483	-30,747		
28,496	-29,265		
28,509	-27,228		
28,523	-20,189		
28,534	-21,486		
28,545	-34,452		
28,557	-35,563		
28,569	-39,267		
28,58	-39,082		
28,591	-35,933		
28,604	-34,822		
28,616	-38,712		
28,628	-36,119		
28,64	-32,229		
28,651	-36,859		
28,664	-17,041		
28,675	-18,893		
28,686	-36,489		
28,7	-37,786		
28,713	-29,451		
28,727	-22,597		
28,74	-19,819		
28,752	-19,819		
28,766	-14,077		
28,779	-8,335		
28,791	-8,335		
28,803	-17,967		
28,817	-41,305		
28,831	-38,341		
28,841	-35,192		
28,852	-30,932		
28,863	-31,858		
28,875	-27,784		
28,885	-16,3		
28,896	-4,445		
28,907	-19,263		
28,919	-26,857		
28,932	-28,895		
28,944	-23,153		
28,956	-12,41		
28,967	-5,186		
28,978	-0,185		
28,989	1,852		
29	-2,593		
29,011	-12,78		
29,022	-18,522		
29,035	-15,929		
29,046	-17,596		
29,057	-22,412		
29,069	-17,596		
29,081	-17,596		
29,093	-4,26		
29,104	-4,075		
29,114	-5,371		
29,125	-11,113		
29,137	-15,559		
29,148	-18,152		
29,16	-16,855		
29,173	-23,894		
29,186	-26,672		
29,197	-26,117		
29,209	-40,749		
29,22	-46,491		
29,231	-47,788		
29,242	-35,563		
29,253	-22,412		
29,265	-18,337		
29,276	-11,484		
29,287	-10,743		
29,299	-11,484		
29,311	-14,262		
29,323	-15,559		
29,335	-3,334		
29,349	-6,298		
29,362	-21,301		
29,373	-17,041		
29,386	-9,817		
29,397	-14,262		
29,408	-14,262		
29,42	-7,965		
29,433	-5,186		
29,446	-8,335		
29,458	-16,67		
29,47	-30,377		
29,481	-47,047		
29,492	-18,152		
29,503	-9,446		
29,515	-13,336		
29,526	-10,743		
29,537	-14,818		
29,549	-11,669		
29,561	-7,965		
29,574	-8,891		
29,587	-12,595		
29,599	-10,743		
29,611	-13,521		
29,625	-14,262		
29,637	-12,595		
29,648	-12,225		
29,66	-5,742		
29,672	-12,225		
29,683	-14,633		
29,694	-13,151		
29,705	-8,52		
29,718	-25,19		
29,73	-25,19		
29,741	-20,56		
29,753	-5,186		
29,766	-13,892		
29,779	-25,746		
29,791	-43,157		
29,803	-38,341		
29,814	-20,56		
29,826	-20,004		
29,84	-21,671		
29,852	-24,449		
29,866	-23,338		
29,88	-20,745		
29,892	-22,968		
29,904	-25,376		
29,918	-23,709		
29,931	-32,599		
29,944	-17,041		
29,956	-16,855		
29,971	-12,78		
29,984	-13,892		
29,995	-19,078		
30,008	-18,708		
30,02	-16,67		
30,03	-14,262		
30,042	-8,15		
30,055	-10,928		
30,069	-13,707		
30,082	-17,226		
30,096	-20,004		
30,108	-37,786		
30,122	-34,081		
30,134	-25,376		
30,145	-18,337		
30,157	-20,56		
30,171	-24,635		
30,184	-25,931		
30,197	-25,19		
30,21	-28,524		
30,224	-31,488		
30,236	-36,119		
30,249	-40,008		
30,262	-19,819		
30,275	-28,71		
30,287	-35,748		
30,299	-40,934		
30,311	-37,971		
30,326	-36,674		
30,34	-32,414		
30,352	-33,896		
30,366	-25,376		
30,379	-25,561		
30,392	-25,561		
30,405	-16,67		
30,418	-24,449		
30,431	-26,857		
30,443	-26,302		
30,454	-27,228		
30,465	-27,413		
30,477	-17,781		
30,489	-21,115		
30,5	-18,337		
30,512	-15,003		
30,525	-22,968		
30,538	-22,042		
30,549	-34,822		
30,564	-19,263		
30,578	-17,411		
30,591	-20,004		
30,605	-16,485		
30,617	-13,892		
30,63	-20,189		
30,643	-24,449		
30,657	-23,338		
30,671	-19,078		
30,683	-21,856		
30,696	-25,005		
30,709	-22,597		
30,721	-26,857		
30,735	-35,007		
30,746	-36,489		
30,758	-41,12		
30,77	-38,526		
30,783	-35,933		
30,797	-17,226		
30,809	-30,747		
30,822	-44,268		
30,835	-42,601		
30,848	-39,823		
30,861	-26,672		
30,873	-26,857		
30,885	-34,452		
30,896	-32,785		
30,909	-35,563		
30,922	-37,415		
30,935	-32,414		
30,949	-18,893		
30,962	-25,005		
30,974	-17,596		
30,988	-16,855		
31,001	-12,41		
31,013	-21,486		
31,024	-33,155		
31,035	-25,19		
31,047	-22,968		
31,058	-22,968		
31,07	-46,491		
31,082	-42,416		
31,095	-29,08		
31,105	-11,113		
31,117	-11,113		
31,134	-13,151		
31,147	-10,187		
31,16	-15,188		
31,174	-19,819		
31,187	-11,299		
31,2	-11,299		
31,212	-2,964		
31,225	-2,037		
31,238	-26,487		
31,251	-25,931		
31,264	-25,561		
31,276	-20,745		
31,29	-13,521		
31,302	-3,519		
31,316	-0,741		
31,329	-7,779		
31,344	-9,817		
31,358	-15,374		
31,372	-12,595		
31,384	-12,595		
31,398	-21,115		
31,411	-15,744		
31,423	-18,893		
31,436	-6,853		
31,447	-5,001		
31,459	-10,187		
31,471	-4,631		
31,483	-28,154		
31,495	-27,969		
31,506	-17,226		
31,517	-30,191		
31,529	-30,006		
31,54	-24,264		
31,551	-29,08		
31,562	-16,485		
31,575	-20,745		
31,587	-19,634		
31,599	-19,263		
31,61	-16,855		
31,622	-20,004		
31,636	-17,781		
31,648	-18,152		
31,66	-25,746		
31,671	-28,339		
31,682	-30,747		
31,695	-35,748		
31,707	-39,453		
31,72	-38,526		
31,733	-33,34		
31,745	-25,005		
31,758	-7,409		
31,77	-7,038		
31,784	-6,298		
31,797	-4,631		
31,808	-9,076		
31,82	-11,669		
31,832	-6,668		
31,843	4,816		
31,854	0,37		
31,866	-14,077		
31,881	-11,484		
31,894	-4,445		
31,905	-10,002		
31,917	-10,558		
31,928	-23,523		
31,942	-10,928		
31,955	-12,225		
31,968	-6,298		
31,98	-4,26		
31,992	-3,704		
32,004	-4,075		
32,016	-11,113		
32,028	-8,891		
32,038	-8,891		
32,05	-0,185		
32,063	-5,927		
32,076	-8,891		
32,089	-1,482		
32,101	0		
32,114	-9,076		
32,127	-27,228		
32,14	-23,338		
32,153	-28,895		
32,166	-37,786		
32,178	-39,823		
32,191	-39,823		
32,205	-36,674		
32,218	-30,006		
32,23	-23,709		
32,242	-15,188		
32,253	-14,447		
32,264	-16,114		
32,275	-27,598		
32,288	-35,192		
32,297	-25,376		
32,308	-25,376		
32,319	-30,932		
