Posição (mm) - Plot 0	Força (N) - Plot 0	Posição (mm) - Plot 1	Força (N) - Plot 1
8,826	-22,227		
8,838	-20,93		
8,852	-20,93		
8,866	-22,597		
8,879	-17,226		
8,891	-22,597		
8,903	-38,156		
8,918	-44,083		
8,931	-41,86		
8,943	-31,488		
8,956	-15,559		
8,97	-21,671		
8,983	-25,746		
8,996	-21,671		
9,01	-18,337		
9,023	-21,115		
9,034	-23,153		
9,048	-21,671		
9,062	-22,782		
9,075	-20,56		
9,087	-20,745		
9,099	-15,188		
9,113	-16,114		
9,125	-17,041		
9,136	-14,262		
9,148	-25,746		
9,159	-29,265		
9,172	-22,227		
9,184	-24,264		
9,195	-26,487		
9,207	-38,156		
9,22	-47,788		
9,232	-32,414		
9,242	-27,784		
9,255	-35,378		
9,267	-39,453		
9,277	-37,6		
9,289	-36,489		
9,3	-27,598		
9,312	-20,745		
9,325	-24,264		
9,338	-22,042		
9,351	-12,595		
9,363	-16,3		
9,373	-16,855		
9,386	-24,635		
9,398	-23,709		
9,412	-29,451		
9,425	-18,893		
9,437	-15,003		
9,45	-19,634		
9,462	-9,076		
9,473	-9,261		
9,483	-17,041		
9,496	-6,853		
9,509	-6,853		
9,523	-13,521		
9,534	-10,558		
9,546	-8,15		
9,559	-16,67		
9,571	-27,043		
9,582	-38,156		
9,594	-36,489		
9,607	-36,674		
9,62	-34,822		
9,633	-32,229		
9,648	-7,594		
9,661	-0,926		
9,672	-4,075		
9,686	0,185		
9,699	-1,482		
9,713	-5,371		
9,726	-5,186		
9,741	-4,631		
9,752	-4,631		
9,765	-6,483		
9,778	-32,785		
9,791	-37,23		
9,805	-34,081		
9,818	-22,597		
9,831	-11,113		
9,844	-15,929		
9,856	-18,893		
9,87	-19,448		
9,882	-41,675		
9,895	-35,933		
9,912	-39,823		
9,926	-31,303		
9,939	-26,117		
9,952	-15,188		
9,964	-14,077		
9,977	-19,634		
9,989	-22,968		
10	-24,82		
10,012	-12,04		
10,026	-13,892		
10,037	-18,522		
10,047	-21,856		
10,059	-20,93		
10,071	-13,521		
10,082	-11,484		
10,094	-7,965		
10,107	-6,853		
10,12	-18,337		
10,133	-19,448		
10,146	-22,042		
10,158	-27,784		
10,171	-28,154		
10,182	-22,227		
10,194	-28,524		
10,206	-20,189		
10,217	-15,929		
10,229	-29,265		
10,24	-35,378		
10,252	-29,451		
10,264	-30,006		
10,277	-25,931		
10,289	-15,929		
10,301	-11,113		
10,312	-20,56		
10,323	-23,153		
10,334	-9,076		
10,345	-5,001		
10,357	-3,89		
10,368	-5,371		
10,381	-14,262		
10,395	-15,374		
10,407	-21,115		
10,419	-22,227		
10,432	-30,747		
10,446	-17,411		
10,459	-22,968		
10,472	-18,522		
10,485	-14,077		
10,498	-18,893		
10,511	-20,56		
10,524	-17,967		
10,535	-9,817		
10,546	-13,707		
10,557	-7,409		
10,569	-5,557		
10,581	-8,891		
10,592	-21,671		
10,605	-20,004		
10,617	-16,855		
10,628	-14,077		
10,639	-21,301		
10,651	-20,004		
10,662	-19,634		
10,676	-24,449		
10,689	-20,745		
10,703	-20,93		
10,716	-18,152		
10,731	-18,337		
10,743	-4,631		
10,755	-5,927		
10,768	-8,52		
10,78	-2,037		
10,792	-5,001		
10,805	-3,334		
10,818	-3,334		
10,829	-1,667		
10,841	-4,631		
10,852	-4,816		
10,866	-6,668		
10,878	-10,743		
10,892	-18,152		
10,905	-20,56		
10,917	-9,446		
10,93	-21,115		
10,943	-15,929		
10,956	-14,633		
10,966	-9,446		
10,979	-9,817		
10,992	-4,631		
11,002	5,557		
11,015	3,149		
11,026	4,075		
11,039	-13,521		
11,051	-13,151		
11,063	-27,598		
11,075	-29,451		
11,086	-25,561		
11,098	-24,079		
11,11	-14,633		
11,121	-17,226		
11,133	-24,449		
11,144	-24,449		
11,156	-24,449		
11,168	-24,635		
11,18	-16,855		
11,191	-18,152		
11,203	-13,151		
11,214	-9,632		
11,226	-3,704		
11,238	-0,741		
11,249	-2,408		
11,261	-5,927		
11,271	-3,704		
11,283	-2,593		
11,294	-2,778		
11,306	-6,668		
11,318	-17,226		
11,329	-22,597		
11,342	-17,226		
11,356	-16,67		
11,367	-13,151		
11,379	-12,04		
11,391	-13,892		
11,403	-7,965		
11,415	-13,521		
11,425	-16,3		
11,437	-10,373		
11,447	-6,668		
11,457	-14,818		
11,469	-7,038		
11,479	-8,706		
11,49	-20,004		
11,501	-19,263		
11,514	-10,187		
11,527	-23,709		
11,538	-43,157		
11,549	-37,415		
11,56	-9,632		
11,572	-4,816		
11,584	-4,631		
11,595	-2,964		
11,607	-3,149		
11,62	-6,668		
11,632	-10,373		
11,643	-13,892		
11,655	-24,264		
11,666	-26,302		
11,678	-24,635		
11,688	-21,856		
11,699	-25,746		
11,71	-29,451		
11,722	-33,155		
11,732	-14,818		
11,743	-4,075		
11,755	-8,335		
11,768	-8,891		
11,78	-8,335		
11,793	-2,964		
11,805	-2,964		
11,816	-11,854		
11,826	-20,004		
11,838	-30,562		
11,849	-36,304		
11,861	-35,192		
11,872	-20,375		
11,883	-13,151		
11,894	-25,19		
11,906	-20,375		
11,917	-16,114		
11,928	-29,451		
11,94	-38,156		
11,95	-25,005		
11,962	-17,967		
11,973	-20,56		
11,985	-13,336		
11,996	-10,373		
12,007	-12,225		
12,021	-10,558		
12,034	-1,852		
12,046	-11,484		
12,058	-22,968		
12,069	-32,414		
12,081	-33,155		
12,092	-30,747		
12,104	-32,599		
12,115	-27,969		
12,126	-27,969		
12,139	-17,226		
12,151	-8,335		
12,162	-6,298		
12,174	-5,742		
12,187	-10,928		
12,2	-8,15		
12,213	-11,669		
12,226	-11,669		
12,238	-7,409		
12,248	-11,299		
12,261	-8,891		
12,273	-16,3		
12,284	-32,414		
12,295	-37,971		
12,307	-32,785		
12,32	-16,855		
12,332	-1,667		
12,343	-3,89		
12,356	-11,299		
12,368	-9,632		
12,38	-11,669		
12,392	-5,001		
12,403	-9,817		
12,416	-11,113		
12,428	-3,89		
12,439	-5,927		
12,451	-20,93		
12,464	-12,04		
12,476	-4,26		
12,489	-5,557		
12,5	-7,038		
12,512	-7,965		
12,525	-10,373		
12,538	-15,188		
12,551	-11,669		
12,564	-5,742		
12,577	-11,113		
12,59	-14,633		
12,603	-7,965		
12,616	-11,669		
12,629	-4,816		
12,64	-7,409		
12,651	-7,038		
12,662	-10,558		
12,674	-19,448		
12,685	-23,709		
12,697	-24,264		
12,707	-28,339		
12,72	-37,6		
12,731	-35,007		
12,745	-32,044		
12,759	-29,451		
12,772	-20,745		
12,786	-20,745		
12,799	-10,558		
12,812	-16,855		
12,825	-10,558		
12,838	-11,299		
12,851	-23,523		
12,864	-19,078		
12,877	-13,707		
12,889	-17,041		
12,902	-17,596		
12,915	-16,3		
12,928	-15,744		
12,941	-10,558		
12,953	-7,594		
12,964	-9,076		
12,976	3,334		
12,989	-7,038		
13,002	-11,299		
13,015	-13,707		
13,026	-9,076		
13,039	-7,779		
13,05	-1,852		
13,063	-2,964		
13,079	-13,521		
13,093	-15,559		
13,105	-10,187		
13,118	-10,187		
13,131	-24,635		
13,143	-25,005		
13,158	-11,484		
13,171	-10,187		
13,182	-5,742		
13,195	-8,52		
13,208	-12,595		
13,222	-12,225		
13,234	-10,743		
13,245	-10,928		
13,258	-13,336		
13,271	-30,562		
13,284	-26,672		
13,296	-28,154		
13,307	-32,599		
13,319	-30,747		
13,332	-35,192		
13,342	-36,674		
13,355	-26,487		
13,367	-34,637		
13,38	-34,822		
13,393	-27,784		
13,405	-21,301		
13,418	-28,154		
13,431	-40,379		
13,443	-40,379		
13,454	-40,008		
13,468	-21,301		
13,482	-20,745		
13,496	-20,56		
13,509	-38,526		
13,523	-33,34		
13,536	-23,894		
13,549	-17,041		
13,562	-18,337		
13,575	-10,187		
13,588	-3,149		
13,601	-2,037		
13,613	-27,969		
13,627	-32,229		
13,639	-26,857		
13,65	-31,303		
13,665	-15,003		
13,675	-23,338		
13,688	-25,931		
13,7	-24,079		
13,713	-18,337		
13,725	-32,044		
13,738	-30,377		
13,752	-35,007		
13,766	-38,897		
13,779	-32,785		
13,79	-24,635		
13,805	-16,67		
13,818	-14,818		
13,829	-9,817		
13,843	-15,188		
13,857	-19,263		
13,869	-17,596		
13,882	-12,04		
13,896	-7,224		
13,909	-14,633		
13,922	-8,891		
13,934	-28,895		
13,947	-32,97		
13,96	-12,41		
13,973	-26,302		
13,986	-24,82		
14	-14,818		
14,014	-32,785		
14,026	-38,897		
14,039	-40,749		
14,053	-35,933		
14,066	-19,634		
14,081	-4,631		
14,094	-2,223		
14,107	-9,076		
14,12	-22,782		
14,133	-30,747		
14,146	-24,82		
14,159	-23,338		
14,171	-28,71		
14,182	-42,046		
14,194	-37,971		
14,206	-31,488		
14,218	-23,153		
14,229	-23,153		
14,241	-25,005		
14,252	-20,004		
14,265	-26,487		
14,276	-34,637		
14,288	-21,301		
14,299	-14,262		
14,31	-13,707		
14,322	-9,817		
14,334	-16,3		
14,345	-8,15		
14,357	-4,075		
14,367	-10,002		
14,379	-16,3		
14,389	-12,41		
14,4	-10,373		
14,412	-7,779		
14,423	-7,779		
14,434	-6,483		
14,445	-9,446		
14,459	-12,41		
14,472	-15,744		
14,485	-1,482		
14,498	-6,298		
14,51	-10,743		
14,523	-3,704		
14,534	-5,742		
14,546	-13,521		
14,559	-9,817		
14,571	-4,631		
14,582	-4,075		
14,594	-5,001		
14,606	-11,484		
14,62	-0,556		
14,632	-5,186		
14,643	-12,225		
14,654	-22,968		
14,665	-31,673		
14,678	-24,449		
14,688	-13,521		
14,701	-21,856		
14,714	-27,228		
14,726	-27,043		
14,736	-24,079		
14,749	-11,854		
14,762	-8,52		
14,774	-2,778		
14,789	-5,742		
14,801	5,927		
14,814	9,261		
14,827	7,594		
14,84	-5,186		
14,852	-2,223		
14,866	0,926		
14,877	-6,668		
14,889	-15,374		
14,9	-16,67		
14,912	-3,334		
14,925	-8,15		
14,937	-6,112		
14,948	-12,78		
14,959	-19,448		
14,97	-13,151		
14,982	-9,632		
14,995	-24,079		
15,009	-25,19		
15,022	-13,892		
15,034	-12,04		
15,046	-15,188		
15,056	-29,636		
15,069	-29,265		
15,082	-29,265		
15,095	-24,079		
15,108	-6,298		
15,122	0,556		
15,135	7,779		
15,149	3,89		
15,162	1,482		
15,173	-3,704		
15,184	-1,667		
15,197	-6,298		
15,21	-6,112		
15,223	-14,447		
15,236	-6,668		
15,249	-7,409		
15,262	-36,119		
15,275	-36,674		
15,289	-31,858		
15,302	-25,561		
15,315	-5,557		
15,327	-16,67		
15,34	-13,336		
15,354	-11,484		
15,366	-26,117		
15,379	-26,302		
15,391	-29,451		
15,405	-21,671		
15,418	-25,561		
15,431	-26,302		
15,444	-16,855		
15,457	-12,225		
15,47	-11,113		
15,483	-16,67		
15,495	-18,152		
15,508	-21,301		
15,521	-12,595		
15,534	-0,556		
15,545	-4,816		
15,556	-7,965		
15,568	-0,556		
15,579	-25,746		
15,591	-28,154		
15,602	-17,411		
15,614	-21,301		
15,624	-24,264		
15,634	-18,522		
15,646	-22,782		
15,656	-20,375		
15,668	-26,487		
15,68	-27,043		
15,691	-19,448		
15,704	-17,596		
15,717	-14,262		
15,731	-10,002		
15,745	-6,298		
15,758	-8,15		
15,768	-14,447		
15,78	-15,188		
15,792	-15,744		
15,803	-12,225		
15,816	-7,409		
15,829	-12,225		
15,843	-16,114		
15,855	-17,967		
15,867	-25,746		
15,878	-36,674		
15,89	-37,415		
15,902	-31,118		
15,916	-31,488		
15,93	-45,195		
15,942	-33,711		
15,954	-18,893		
15,966	-7,594		
15,978	-8,891		
15,991	-22,968		
16,002	-25,005		
16,014	-28,339		
16,025	-21,486		
16,04	-11,299		
16,054	-11,299		
16,067	-11,299		
16,078	-9,632		
16,091	-5,742		
16,105	-12,966		
16,117	-17,041		
16,13	-28,339		
16,142	-24,079		
16,154	-18,152		
16,166	-27,043		
16,177	-30,006		
16,189	-29,265		
16,2	-32,414		
16,21	-16,485		
16,221	-8,891		
16,233	-2,037		
16,246	-7,779		
16,258	-4,445		
16,268	0,556		
16,282	-8,891		
16,295	-15,929		
16,308	-9,076		
16,319	-14,262		
16,331	-20,745		
16,343	-20,93		
16,355	-8,15		
16,367	-6,853		
16,378	-2,408		
16,389	-2,408		
16,402	0		
16,416	4,445		
16,43	-9,632		
16,442	-10,928		
16,454	-6,668		
16,466	3,149		
16,479	2,037		
16,49	-0,185		
16,501	-13,521		
16,514	-9,261		
16,526	-16,114		
16,537	-27,969		
16,549	-14,447		
16,56	-14,818		
16,572	-10,002		
16,584	-21,671		
16,599	-10,002		
16,612	1,482		
16,625	-14,818		
16,639	-7,224		
16,651	-7,965		
16,663	-32,414		
16,674	-42,601		
16,686	-42,601		
16,697	-35,933		
16,709	-27,969		
16,721	-27,969		
16,734	-23,153		
16,746	-20,375		
16,759	-36,304		
16,77	-36,304		
16,782	-27,784		
16,796	-20,93		
16,808	-25,561		
16,82	-10,743		
16,834	-14,818		
16,846	-10,373		
16,86	-15,559		
16,871	-12,966		
16,883	-11,669		
16,895	-13,521		
16,907	-13,151		
16,922	-27,598		
16,934	-27,784		
16,948	-13,151		
16,959	-6,298		
16,969	-12,78		
16,98	-14,633		
16,991	-9,446		
17,003	-11,299		
17,015	-18,337		
17,026	-19,078		
17,039	-14,818		
17,051	-14,818		
17,062	-19,078		
17,074	-13,707		
17,085	-25,746		
17,096	-19,448		
17,109	-23,523		
17,12	-22,227		
17,132	-15,188		
17,143	-15,559		
17,154	-19,819		
17,167	-22,597		
17,178	-15,374		
17,191	-19,448		
17,203	-21,856		
17,215	-12,966		
17,226	-7,965		
17,239	-27,598		
17,25	-28,154		
17,262	-24,264		
17,276	-25,746		
17,287	-36,859		
17,298	-37,6		
17,312	-42,601		
17,326	-34,266		
17,339	-12,966		
17,354	-13,336		
17,366	-13,521		
17,379	-13,521		
17,392	-19,263		
17,405	-30,191		
17,418	-13,151		
17,428	-25,005		
17,439	-26,302		
17,45	-23,894		
17,46	-33,525		
17,471	-36,304		
17,483	-36,674		
17,494	-37,23		
17,505	-16,855		
17,519	-8,52		
17,531	-14,077		
17,545	-15,188		
17,557	-0,556		
17,568	-4,445		
17,579	-14,077		
17,59	-10,002		
17,602	-12,41		
17,613	-27,784		
17,627	-34,081		
17,637	-25,746		
17,648	-26,117		
17,66	-28,154		
17,672	-33,155		
17,683	-30,006		
17,696	-18,152		
17,708	-18,152		
17,72	-4,445		
17,733	-23,338		
17,744	-25,746		
