Posição (mm) - Plot 0	Força (N) - Plot 0	Posição (mm) - Plot 1	Força (N) - Plot 1
5,941	221,157		
5,955	223,009		
5,966	223,565		
5,981	216,711		
5,995	219,119		
6,008	218,749		
6,022	215,415		
6,033	220,416		
6,045	217,638		
6,056	215,971		
6,067	203,375		
6,079	200,227		
6,091	196,892		
6,104	203,931		
6,117	220,786		
6,13	234,863		
6,141	232,27		
6,154	237,827		
6,165	240,05		
6,176	232,27		
6,187	216,897		
6,199	204,487		
6,21	208,747		
6,221	210,229		
6,232	205,413		
6,244	211,155		
6,257	216,341		
6,269	216,341		
6,282	233,196		
6,295	235,604		
6,308	235,975		
6,321	235,049		
6,332	239,494		
6,345	233,937		
6,357	184,483		
6,37	52,603		
6,38	0,926		
6,391	-3,334		
6,403	-2,593		
6,415	-2,964		
6,426	9,446		
6,437	10,187		
6,448	20,93		
6,459	22,227		
6,471	24,82		
6,481	23,153		
6,492	14,818		
6,503	8,335		
6,516	8,335		
6,526	13,521		
6,537	14,447		
6,548	17,041		
6,559	14,818		
6,57	11,113		
6,582	-1,482		
6,593	-1,482		
6,604	-6,112		
6,615	-2,408		
6,627	-3,519		
6,638	-1,111		
6,649	-1,482		
6,662	20,745		
6,675	14,262		
6,686	10,187		
6,7	12,41		
6,712	10,002		
6,723	8,706		
6,734	5,186		
6,745	5,186		
6,756	2,964		
6,768	-13,892		
6,779	-11,299		
6,79	-9,632		
6,803	-0,556		
6,816	9,817		
6,829	-3,519		
6,84	-1,667		
6,853	1,482		
6,865	7,779		
6,878	15,744		
6,89	15,003		
6,903	15,003		
6,915	10,187		
6,928	-7,224		
6,941	-13,892		
6,954	-9,446		
6,967	-9,261		
6,98	-11,113		
6,992	0,556		
7,006	7,224		
7,021	4,445		
7,033	15,929		
7,045	12,966		
7,056	11,299		
7,067	1,667		
7,08	-15,559		
7,093	12,225		
7,107	16,855		
7,122	8,891		
7,134	11,854		
7,146	8,706		
7,157	13,151		
7,17	5,186		
7,182	-3,519		
7,194	-4,631		
7,205	2,593		
7,216	4,26		
7,229	8,52		
7,242	10,928		
7,255	8,706		
7,268	8,706		
7,28	16,485		
7,293	20,56		
7,306	17,967		
7,32	3,149		
7,332	-0,37		
7,345	-0,37		
7,356	-4,26		
7,367	-0,37		
7,38	7,409		
7,395	3,149		
7,409	1,297		
7,423	-12,595		
7,436	-3,519		
7,449	1,852		
7,462	0,185		
7,474	8,335		
7,487	9,817		
7,5	10,002		
7,513	5,186		
7,526	2,037		
7,537	-6,483		
7,547	-10,743		
7,558	-13,707		
7,569	-4,075		
7,581	8,335		
7,594	8,335		
7,605	-9,446		
7,617	-13,151		
7,63	-2,408		
7,643	4,26		
7,654	19,263		
7,665	16,855		
7,677	8,335		
7,689	17,411		
7,703	15,744		
7,715	17,781		
7,726	12,41		
7,74	-6,112		
7,753	-0,185		
7,764	1,667		
7,776	5,557		
7,787	1,667		
7,799	5,001		
7,812	6,853		
7,825	2,037		
7,837	-7,594		
7,848	-17,411		
7,861	-18,522		
7,873	-9,817		
7,886	-0,741		
7,899	3,334		
7,912	6,853		
7,925	7,409		
7,941	8,706		
7,955	-1,667		
7,968	1,482		
7,981	-3,89		
7,997	-7,779		
8,011	-15,929		
8,024	-13,892		
8,037	-16,114		
8,049	-5,371		
8,062	-7,224		
8,075	-7,224		
8,086	-4,075		
8,098	-17,041		
8,111	-9,446		
8,122	-12,225		
8,134	-4,26		
8,148	7,409		
8,162	3,334		
8,174	-11,669		
8,185	-7,409		
8,198	-0,926		
8,209	10,743		
8,22	11,113		
8,232	15,559		
8,244	15,559		
8,255	12,595		
8,267	13,151		
8,28	14,447		
8,293	17,041		
8,306	19,819		
8,318	19,448		
8,329	12,78		
8,341	7,594		
8,354	15,744		
8,367	16,3		
8,381	13,151		
8,393	14,262		
8,405	14,447		
8,418	13,151		
8,428	10,373		
8,44	17,411		
8,451	12,41		
8,464	14,077		
8,476	11,113		
8,488	14,077		
8,498	13,892		
8,509	8,335		
8,523	2,778		
8,534	-0,556		
8,545	-3,704		
8,556	-0,741		
8,568	6,668		
8,579	8,891		
8,591	1,852		
8,603	12,78		
8,614	22,042		
8,626	18,337		
8,64	2,408		
8,653	-21,486		
8,665	-13,521		
8,678	-5,557		
8,691	-0,185		
8,704	16,67		
8,718	15,374		
8,73	11,854		
8,743	4,445		
8,755	-3,149		
8,77	-10,928		
8,783	-11,113		
8,795	12,225		
8,807	17,967		
8,819	-3,89		
8,832	-7,038		
8,844	11,669		
8,854	20,745		
8,866	16,3		
8,877	5,927		
8,889	-3,519		
8,902	-3,519		
8,915	-12,41		
8,928	-6,483		
8,941	-2,408		
8,954	-0,556		
8,966	-7,038		
8,979	-7,224		
8,989	-7,038		
9	-13,892		
9,011	-7,038		
9,022	3,519		
9,034	4,631		
9,047	0,37		
9,06	-7,779		
9,072	2,593		
9,084	-3,519		
9,097	8,52		
9,109	19,634		
9,123	18,708		
9,134	12,966		
9,146	10,002		
9,158	9,632		
9,171	12,225		
9,184	12,225		
9,198	18,152		
9,212	13,151		
9,224	13,707		
9,236	3,334		
9,246	-5,557		
9,258	0,926		
9,27	0,185		
9,284	-13,707		
9,296	-11,484		
9,31	2,593		
9,323	12,41		
9,335	15,929		
9,347	13,707		
9,36	20,189		
9,373	16,485		
9,386	7,594		
9,398	6,112		
9,411	7,409		
9,424	9,446		
9,436	11,854		
9,447	11,299		
9,459	7,965		
9,471	0,185		
9,482	4,075		
9,493	11,854		
9,505	9,632		
9,518	-12,41		
9,531	-12,78		
9,542	-20,745		
9,554	-10,558		
9,568	-10,558		
9,582	-4,816		
9,597	1,111		
9,61	3,89		
9,623	10,558		
9,636	3,334		
9,648	-12,966		
9,659	-13,892		
9,671	-4,26		
9,684	12,41		
9,697	19,634		
9,71	6,668		
9,722	-13,521		
9,735	-18,893		
9,748	-6,298		
9,761	8,706		
9,774	-2,964		
9,787	-14,447		
9,8	-7,965		
9,811	2,593		
9,822	15,003		
9,834	19,263		
9,847	11,854		
9,86	17,226		
9,871	11,299		
9,883	8,706		
9,895	8,706		
9,906	7,965		
9,917	2,037		
9,931	-2,408		
9,944	0,926		
9,956	1,297		
9,967	0		
9,979	2,223		
9,989	5,001		
10,001	-7,594		
10,014	-9,446		
10,028	-6,112		
10,042	-8,706		
10,055	-7,965		
10,068	-2,964		
10,079	-0,741		
10,091	2,778		
10,102	0,556		
10,114	5,557		
10,124	0,556		
10,136	-7,038		
10,146	-22,042		
10,158	-16,855		
10,169	-8,706		
10,182	-5,186		
10,195	-2,223		
10,209	13,521		
10,223	13,521		
10,238	7,038		
10,251	3,89		
10,264	-14,077		
10,277	-6,668		
10,29	-10,928		
10,302	-16,855		
10,315	8,15		
10,326	8,15		
10,336	3,704		
10,35	-7,409		
10,361	-18,708		
10,371	-19,819		
10,383	-7,038		
10,396	-3,149		
10,409	4,631		
10,422	11,854		
10,434	17,781		
10,445	15,374		
10,457	0,185		
10,47	6,112		
10,483	19,819		
10,495	22,412		
10,508	16,485		
10,521	14,262		
10,533	14,077		
10,543	18,708		
10,557	9,817		
10,57	13,336		
10,583	18,522		
10,595	22,227		
10,607	14,447		
10,619	13,336		
10,63	17,226		
10,642	12,04		
10,653	6,483		
10,666	5,742		
10,68	12,225		
10,693	12,966		
10,707	13,151		
10,719	13,707		
10,732	11,484		
10,743	11,854		
10,755	4,075		
10,768	10,928		
10,779	15,744		
10,79	20,004		
10,802	18,337		
10,815	8,52		
10,826	10,002		
10,837	12,78		
10,849	4,445		
10,861	-3,334		
10,872	-8,706		
10,884	-8,706		
10,898	-17,041		
10,912	-6,298		
10,925	-7,594		
10,937	-8,335		
10,95	-11,484		
10,963	-9,261		
10,974	-1,852		
10,985	3,149		
10,999	22,042		
11,012	12,225		
11,025	7,965		
11,036	11,854		
11,049	14,633		
11,06	16,3		
11,072	11,299		
11,083	10,187		
11,095	14,262		
11,107	18,708		
11,118	19,078		
11,13	16,114		
11,142	-0,926		
11,153	-2,408		
11,165	6,853		
11,178	9,817		
11,191	0,37		
11,205	-13,707		
11,217	-10,558		
11,231	-0,741		
11,244	16,67		
11,256	14,262		
11,269	12,966		
11,284	13,707		
11,296	21,301		
11,309	24,635		
11,323	10,558		
11,336	-11,854		
11,349	-12,41		
11,361	-8,335		
11,373	-12,04		
11,385	-13,521		
11,398	-5,186		
11,41	5,371		
11,421	8,335		
11,435	2,778		
11,447	10,558		
11,46	16,67		
11,472	3,89		
11,483	4,075		
11,495	6,853		
11,506	2,778		
11,517	-9,817		
11,528	-11,299		
11,541	-8,706		
11,556	9,632		
11,568	18,337		
11,581	11,854		
11,593	16,3		
11,604	14,818		
11,616	10,743		
11,627	7,779		
11,639	14,262		
11,651	19,078		
11,662	17,596		
11,674	12,78		
11,684	8,335		
11,697	1,482		
11,709	-5,001		
11,721	7,038		
11,732	21,301		
11,743	14,633		
11,754	15,559		
11,767	6,298		
11,779	7,038		
11,79	1,667		
11,802	-7,409		
11,812	-10,373		
11,823	-11,854		
11,835	-5,001		
11,848	1,297		
11,86	3,89		
11,871	3,89		
11,882	13,521		
11,893	18,893		
11,904	17,967		
11,915	20,745		
11,928	17,226		
11,94	16,855		
11,951	12,966		
11,963	15,188		
11,974	10,928		
11,986	4,816		
11,997	4,075		
12,008	3,334		
12,02	15,188		
12,031	17,967		
12,041	11,113		
12,054	5,557		
12,066	6,112		
12,078	15,929		
12,09	8,335		
12,104	-2,778		
12,117	-5,742		
12,129	-11,299		
12,143	-14,633		
12,155	-7,409		
12,168	-9,817		
12,181	-7,779		
12,195	4,445		
12,207	14,077		
12,217	7,594		
12,229	11,484		
12,24	7,594		
12,251	7,409		
12,262	1,111		
12,274	-0,741		
12,284	-3,149		
12,296	0,926		
12,306	10,558		
12,318	1,297		
12,329	-9,076		
12,339	-4,075		
12,351	-16,3		
12,364	-21,115		
12,377	-20,004		
12,39	-2,964		
12,402	2,964		
12,414	11,669		
12,425	14,077		
12,439	11,484		
12,451	17,411		
12,464	14,633		
12,478	21,115		
12,491	17,411		
12,502	15,744		
12,514	19,634		
12,525	16,3		
12,537	12,41		
12,549	18,152		
12,562	14,262		
12,575	14,633		
12,588	14,077		
12,601	19,263		
12,611	21,301		
12,621	7,409		
12,632	-0,556		
12,643	2,778		
12,654	11,854		
12,666	13,151		
12,677	2,593		
12,689	-12,04		
12,7	-11,113		
12,712	2,778		
12,723	5,186		
12,734	10,187		
12,745	13,892		
12,758	5,557		
12,77	10,002		
12,784	10,743		
12,796	15,188		
12,809	19,819		
12,822	-3,519		
12,835	-7,409		
12,848	-9,817		
12,862	-9,817		
12,876	0,37		
12,887	23,894		
12,899	22,597		
12,909	19,819		
12,921	17,967		
12,931	15,744		
12,943	23,894		
12,954	22,227		
12,964	13,707		
12,976	9,076		
12,989	12,225		
13	22,782		
13,011	17,226		
13,024	16,3		
13,036	21,856		
13,046	25,931		
13,057	15,374		
13,069	6,668		
13,082	-3,704		
13,093	-5,927		
13,105	-10,187		
13,117	-13,151		
13,13	-3,149		
13,143	-2,408		
13,156	-2,037		
13,166	-1,111		
13,177	14,447		
13,187	14,447		
13,198	27,784		
13,21	23,894		
13,222	17,411		
13,234	6,112		
13,246	4,816		
13,259	20,375		
13,27	12,595		
13,281	-3,89		
13,296	-5,557		
13,309	-4,816		
13,321	-2,778		
13,335	24,079		
13,348	9,446		
13,361	4,075		
13,373	14,633		
13,387	12,41		
13,4	22,968		
13,414	19,634		
13,428	29,821		
13,44	27,598		
13,454	17,596		
13,466	23,338		
13,48	17,967		
13,492	16,114		
13,504	22,782		
13,517	17,781		
13,53	15,744		
13,543	23,153		
13,555	16,114		
13,566	2,408		
13,576	2,593		
13,589	7,224		
13,601	3,704		
13,613	1,297		
13,626	-0,926		
13,637	1,297		
13,65	9,076		
13,664	4,26		
13,678	3,334		
13,691	2,037		
13,704	-2,964		
13,719	-10,373		
13,732	-10,743		
13,745	-8,335		
13,758	-15,003		
13,771	-16,855		
13,784	-5,927		
13,797	1,111		
13,809	19,263		
13,82	23,894		
13,833	24,449		
13,846	28,524		
13,857	19,819		
13,869	13,892		
13,88	8,891		
13,893	6,112		
13,906	-3,704		
13,918	0,185		
13,93	9,817		
13,941	2,408		
13,953	2,778		
13,966	0,185		
13,979	-11,484		
13,991	-13,336		
14,002	-5,186		
14,015	-8,706		
14,025	-5,742		
14,036	-2,408		
14,049	-4,075		
14,062	-3,334		
14,073	-1,111		
14,085	0,37		
14,095	13,336		
14,108	11,854		
14,121	15,559		
14,134	4,075		
14,148	5,927		
14,16	-2,778		
14,173	-4,816		
14,184	0,556		
14,197	12,225		
14,209	20,56		
14,22	16,67		
14,232	10,002		
14,243	16,114		
14,255	15,744		
14,265	15,744		
14,277	14,077		
14,287	19,263		
14,299	21,115		
14,31	22,782		
14,322	14,447		
14,333	5,186		
14,344	3,704		
14,355	-13,707		
14,367	-15,374		
14,379	-13,521		
14,39	10,187		
14,403	7,594		
14,415	5,742		
14,427	2,037		
14,438	10,373		
14,45	20,93		
14,461	12,225		
14,472	17,411		
14,483	19,078		
14,495	14,077		
14,506	14,077		
14,517	11,854		
14,527	3,704		
14,54	1,297		
14,553	-0,556		
14,565	7,594		
14,576	13,336		
14,588	5,371		
14,6	-15,188		
14,613	-12,41		
14,623	-9,446		
14,635	-10,187		
14,646	-2,037		
14,658	1,667		
14,669	8,52		
14,682	12,04		
14,695	13,892		
14,707	16,67		
14,719	10,928		
14,73	20,004		
14,742	22,968		
14,753	15,929		
14,764	19,634		
14,775	22,597		
14,787	16,855		
14,799	23,153		
14,812	20,93		
14,824	21,301		
14,835	21,301		
14,848	23,523		
14,861	19,078		
14,874	14,447		
14,887	13,151		
14,899	16,485		
14,911	17,967		
14,921	17,041		
14,932	14,818		
14,944	15,374		
14,954	22,782		
14,966	11,484		
14,977	1,297		
14,988	0,37		
14,999	-2,593		
15,011	-0,185		
15,023	12,78		
15,034	26,117		
15,044	21,115		
15,056	15,929		
15,068	16,855		
15,079	17,967		
15,09	16,485		
15,102	9,076		
15,114	11,113		
15,126	10,373		
15,139	7,965		
15,152	-0,185		
15,165	-0,185		
15,177	7,779		
15,19	16,485		
15,203	6,668		
15,216	-6,483		
15,229	-5,371		
15,241	-1,852		
15,254	14,818		
15,267	19,448		
15,28	12,78		
15,293	17,041		
15,306	14,077		
15,319	17,041		
15,332	13,521		
15,344	19,634		
15,357	6,853		
15,37	-9,076		
15,383	-5,001		
15,395	-9,076		
15,408	-2,223		
15,419	11,669		
15,43	9,817		
15,443	23,153		
15,456	23,709		
15,47	21,115		
15,482	16,855		
15,495	16,855		
15,509	12,225		
15,521	9,632		
15,534	15,188		
15,547	19,448		
15,562	22,782		
15,575	22,782		
15,586	14,447		
15,598	20,189		
15,612	24,449		
15,626	22,412		
15,639	10,187		
15,654	1,667		
15,668	-4,445		
15,68	-5,742		
15,694	-12,04		
15,707	-9,446		
15,72	-0,37		
15,732	4,445		
15,743	-0,741		
15,755	18,708		
15,767	25,005		
15,78	21,856		
15,792	23,523		
15,804	19,819		
15,816	19,819		
15,828	19,819		
15,838	17,041		
15,851	14,447		
15,864	11,113		
15,877	17,781		
15,889	16,67		
15,902	20,375		
15,916	6,853		
15,926	10,558		
15,937	15,003		
15,947	21,301		
15,959	25,19		
15,97	22,042		
15,982	25,005		
15,995	33,34		
16,006	24,079		
16,018	15,929		
16,029	12,595		
16,04	7,409		
16,052	-4,075		
16,064	-6,853		
16,078	-4,26		
16,091	8,15		
16,105	17,781		
16,116	12,966		
16,13	10,743		
16,142	12,595		
16,157	12,595		
16,169	17,596		
16,183	13,892		
16,195	17,226		
16,209	17,041		
16,223	7,965		
16,235	14,077		
16,247	6,853		
16,259	-0,185		
16,27	1,667		
16,281	10,558		
16,292	3,519		
16,303	-7,594		
16,314	-0,741		
16,326	8,706		
16,337	5,371		
16,349	10,187		
16,36	12,225		
16,371	17,226		
16,383	19,448		
16,393	17,041		
16,404	8,335		
16,416	3,89		
16,428	7,965		
16,441	3,149		
16,453	15,374		
16,464	16,114		
16,475	14,633		
16,486	14,633		
16,497	20,375		
16,508	24,079		
16,52	17,411		
16,533	28,895		
16,544	26,117		
16,555	19,078		
16,567	16,114		
16,578	20,93		
16,59	22,597		
16,601	12,41		
16,613	2,778		
16,623	-0,37		
16,634	-5,557		
16,645	-4,445		
16,657	-4,075		
16,669	-14,447		
16,683	-6,853		
16,695	-1,111		
16,707	5,927		
16,719	6,112		
16,73	-2,408		
16,743	-5,371		
16,753	0,556		
16,767	7,224		
16,779	4,075		
16,791	5,371		
16,805	22,042		
16,817	22,042		
16,829	24,635		
16,84	20,56		
16,852	12,595		
16,863	4,445		
16,875	4,26		
16,887	2,037		
16,899	-3,334		
16,912	-0,37		
16,924	15,188		
16,937	-3,89		
16,95	-11,484		
16,963	3,704		
16,976	-4,075		
16,992	-7,409		
17,006	10,187		
17,019	25,005		
17,032	12,225		
17,044	-1,111		
17,056	12,595		
17,069	17,411		
17,081	6,112		
17,092	4,631		
17,103	8,706		
17,115	10,187		
17,128	24,264		
17,142	24,264		
17,153	17,041		
17,168	21,856		
17,18	23,523		
17,192	26,117		
17,204	30,747		
17,218	20,004		
17,232	25,376		
17,244	32,785		
17,258	26,302		
17,27	12,41		
17,284	20,375		
17,299	15,559		
17,312	19,263		
17,326	22,782		
17,337	22,042		
17,347	25,561		
17,357	34,266		
17,368	26,857		
17,38	18,708		
17,392	17,226		
17,404	21,671		
17,416	22,042		
17,427	11,669		
17,438	2,593		
17,449	5,371		
17,46	7,224		
17,472	7,224		
17,483	-3,149		
17,495	-2,408		
17,508	12,966		
17,521	20,93		
17,535	26,302		
17,548	5,927		
17,561	-4,816		
17,572	-9,817		
17,584	-10,373		
17,595	-4,445		
17,608	10,928		
17,619	18,893		
17,63	18,893		
17,642	20,004		
17,655	22,042		
17,668	11,113		
17,68	31,303		
17,691	28,339		
17,703	24,82		
17,716	22,597		
17,729	16,485		
17,742	0,926		
17,755	-6,112		
17,768	0,37		
17,779	6,298		
17,791	15,188		
17,802	12,41		
17,815	9,446		
17,826	6,668		
17,838	10,373		
17,849	20,93		
17,862	21,486		
17,873	24,449		
17,886	22,042		
17,896	17,596		
17,908	27,228		
17,92	22,782		
17,933	21,671		
17,947	15,374		
17,962	7,594		
17,976	5,371		
17,989	14,262		
18,003	8,891		
18,015	15,188		
18,026	8,335		
18,037	8,15		
18,049	16,114		
18,061	10,743		
18,073	7,594		
18,085	13,707		
18,096	7,594		
