Posição (mm) - Plot 0	Força (N) - Plot 0	Posição (mm) - Plot 1	Força (N) - Plot 1
18,109	-0,926		
18,122	12,595		
18,133	12,595		
18,145	13,707		
18,157	12,41		
18,171	19,078		
18,183	20,004		
18,196	17,226		
18,207	14,447		
18,22	16,3		
18,233	11,854		
18,245	18,522		
18,259	16,855		
18,272	7,594		
18,284	15,929		
18,297	1,852		
18,311	7,594		
18,326	3,704		
18,34	-5,371		
18,353	2,223		
18,366	10,743		
18,379	-9,817		
18,392	-9,446		
18,404	-15,374		
18,418	-5,186		
18,43	25,005		
18,441	15,188		
18,452	17,781		
18,465	17,781		
18,478	17,967		
18,491	28,895		
18,505	20,745		
18,519	24,264		
18,531	16,67		
18,543	16,855		
18,555	19,819		
18,569	15,374		
18,584	5,742		
18,596	2,223		
18,608	-3,519		
18,622	4,816		
18,634	7,409		
18,649	13,707		
18,662	23,894		
18,677	13,151		
18,691	11,299		
18,703	15,003		
18,716	10,558		
18,729	10,187		
18,742	19,819		
18,755	16,67		
18,767	12,04		
18,78	9,632		
18,794	9,632		
18,806	16,114		
18,82	12,78		
18,834	9,817		
18,847	10,928		
18,857	12,966		
18,869	17,596		
18,881	13,707		
18,894	5,001		
18,907	-3,519		
18,919	-9,817		
18,934	-2,223		
18,948	11,484		
18,959	17,226		
18,971	15,744		
18,984	8,706		
18,996	14,077		
19,008	5,557		
19,02	-1,482		
19,032	2,593		
19,044	11,484		
19,056	15,559		
19,069	20,189		
19,081	14,077		
19,094	15,559		
19,107	16,114		
19,12	16,114		
19,133	16,67		
19,146	12,595		
19,159	5,001		
19,172	16,114		
19,184	24,449		
19,198	16,855		
19,21	14,447		
19,222	20,93		
19,232	22,227		
19,245	12,595		
19,259	7,409		
19,27	10,002		
19,283	15,188		
19,294	4,445		
19,306	11,484		
19,317	9,261		
19,329	1,297		
19,343	1,482		
19,356	4,816		
19,368	5,557		
19,378	-10,187		
19,39	-3,149		
19,402	0,556		
19,414	-2,964		
19,427	-6,853		
19,441	2,964		
19,454	9,817		
19,466	-1,852		
19,477	-9,632		
19,488	-17,596		
19,5	-28,524		
19,51	-29,636		
19,522	-24,82		
19,534	-29,821		
19,546	-21,301		
19,556	-10,187		
19,568	-10,187		
19,58	-19,078		
19,592	-22,412		
19,604	-21,115		
19,615	-13,707		
19,626	-2,593		
19,637	-4,445		
19,649	1,297		
19,66	1,667		
19,672	10,373		
19,683	2,408		
19,695	-0,37		
19,706	-4,445		
19,717	-3,704		
19,729	-7,965		
19,739	7,038		
19,75	-0,37		
19,761	-1,852		
19,771	-1,852		
19,782	-3,704		
19,794	-9,632		
19,805	-8,891		
19,819	-6,483		
19,832	-24,264		
19,845	-23,153		
19,858	-18,522		
19,869	-16,855		
19,881	-0,926		
19,892	-3,519		
19,904	-20,745		
19,918	-18,708		
19,93	-21,115		
19,942	-22,968		
19,954	-20,004		
19,968	-5,557		
19,98	3,704		
19,991	-2,037		
20,002	0,926		
20,013	6,298		
20,024	5,742		
20,035	-1,482		
20,047	1,482		
20,058	7,594		
