Posição (mm) - Plot 0	Força (N) - Plot 0	Posição (mm) - Plot 1	Força (N) - Plot 1
62,712	22,412		
62,725	25,746		
62,736	25,561		
62,749	22,227		
62,762	24,264		
62,775	23,153		
62,786	24,079		
62,798	4,26		
62,809	-0,926		
62,821	4,631		
62,832	4,631		
62,843	21,301		
62,855	25,746		
62,867	29,08		
62,878	36,674		
62,889	33,155		
62,901	25,005		
62,913	25,005		
62,924	14,077		
62,935	9,817		
62,947	17,596		
62,959	23,894		
62,972	32,97		
62,986	37,971		
62,999	37,23		
63,011	29,265		
63,025	20,56		
63,036	20,004		
63,048	14,262		
63,059	6,298		
63,071	7,409		
63,084	10,558		
63,097	20,93		
63,11	10,187		
63,125	3,334		
63,139	25,376		
63,152	29,08		
63,165	29,08		
63,178	36,859		
63,191	30,006		
63,203	20,375		
63,214	2,408		
63,226	14,818		
63,237	27,228		
63,248	28,524		
63,26	28,339		
63,272	29,265		
63,283	28,339		
63,295	14,447		
63,306	20,189		
63,319	19,263		
63,332	20,375		
63,344	28,71		
63,356	23,523		
63,367	13,707		
63,379	16,485		
63,391	27,969		
63,404	32,97		
63,417	31,303		
63,431	26,672		
63,443	27,598		
63,455	21,301		
63,467	7,779		
63,478	16,67		
63,489	12,966		
63,501	12,966		
63,514	0,926		
63,526	18,152		
63,539	24,635		
63,552	30,747		
63,565	39,638		
63,575	40,008		
63,587	39,082		
63,599	35,933		
63,612	36,674		
63,624	34,637		
63,637	18,708		
63,648	16,3		
63,66	17,041		
63,671	28,524		
63,682	28,71		
63,696	27,413		
63,71	36,489		
63,724	25,561		
63,737	22,227		
63,75	37,6		
63,761	35,748		
63,773	20,56		
63,784	11,299		
63,795	10,928		
63,807	16,855		
63,818	21,115		
63,828	21,115		
63,84	27,598		
63,852	30,191		
63,865	39,638		
63,877	32,044		
63,888	26,672		
63,9	14,447		
63,913	5,927		
63,924	-2,593		
63,935	13,707		
63,947	31,673		
63,959	37,786		
63,973	27,413		
63,986	26,117		
63,999	10,187		
64,012	18,708		
64,025	20,745		
64,037	22,968		
64,049	25,746		
64,06	20,745		
64,073	20,004		
64,088	21,671		
64,1	29,636		
64,114	35,563		
64,126	30,562		
64,138	19,448		
64,15	25,005		
64,162	29,265		
64,173	28,154		
64,186	32,229		
64,198	32,229		
64,211	31,303		
64,224	28,895		
64,237	26,672		
64,248	18,893		
64,26	18,522		
64,272	29,636		
64,285	28,154		
64,296	26,487		
64,311	27,043		
64,324	14,262		
64,338	8,335		
64,35	11,854		
64,362	11,669		
64,376	5,557		
64,387	7,965		
64,398	20,189		
64,41	17,967		
64,421	17,411		
64,435	18,708		
64,448	15,374		
64,462	19,634		
64,475	24,82		
64,487	27,043		
64,499	26,117		
64,51	22,227		
64,522	18,522		
64,533	11,669		
64,546	0,556		
64,559	0,926		
64,572	9,076		
64,583	1,852		
64,596	-5,557		
64,608	3,149		
64,62	24,264		
64,633	32,599		
64,645	18,522		
64,656	26,857		
64,668	32,599		
64,68	25,746		
64,692	20,189		
64,706	28,154		
64,72	24,079		
64,732	18,337		
64,745	14,262		
64,76	16,67		
64,772	2,037		
64,784	1,667		
64,796	2,964		
64,808	15,929		
64,819	22,597		
64,83	22,597		
64,843	20,745		
64,856	24,635		
64,868	19,263		
64,881	15,188		
64,894	21,486		
64,907	25,005		
64,921	38,897		
64,933	33,525		
64,947	34,637		
64,958	30,191		
64,969	27,413		
64,983	19,448		
64,995	5,927		
65,008	0,37		
65,022	1,482		
65,032	15,929		
65,043	27,969		
65,056	33,155		
65,07	30,006		
65,083	10,002		
65,097	6,112		
65,109	2,778		
65,123	10,373		
65,135	21,856		
65,148	24,079		
65,16	24,079		
65,172	25,746		
65,187	23,709		
65,201	20,745		
65,213	16,114		
65,225	24,079		
65,24	22,227		
65,254	20,004		
65,267	6,853		
65,28	2,037		
65,293	12,41		
65,307	27,413		
65,32	30,932		
65,333	27,784		
65,346	28,524		
65,359	32,785		
65,372	34,822		
65,385	26,672		
65,396	24,82		
65,41	21,115		
65,424	11,484		
65,437	25,005		
65,45	34,081		
65,463	22,412		
65,475	27,969		
65,489	25,19		
65,501	25,19		
65,513	17,967		
65,526	26,857		
65,537	32,785		
65,549	32,97		
65,562	29,265		
65,576	13,707		
65,589	29,08		
65,602	27,598		
65,615	25,005		
65,629	0,926		
65,642	0,926		
65,656	14,818		
65,668	35,007		
65,68	39,453		
65,694	36,859		
65,707	35,007		
65,72	8,891		
65,733	5,371		
65,746	5,742		
65,759	7,224		
65,772	19,819		
65,783	10,187		
65,794	6,298		
65,806	26,117		
65,818	43,342		
65,831	43,342		
65,841	34,637		
65,855	36,489		
65,868	20,004		
65,882	14,447		
65,894	22,968		
65,907	25,19		
65,92	15,559		
65,933	12,04		
65,946	32,229		
65,959	33,525		
65,972	26,672		
65,984	19,634		
65,998	25,931		
66,01	28,154		
66,023	25,746		
66,037	30,006		
66,049	26,302		
66,062	22,042		
66,075	15,374		
66,088	23,523		
66,1	12,595		
66,111	8,15		
66,123	-2,037		
66,135	-1,852		
66,146	8,52		
66,159	19,634		
66,172	23,894		
66,184	32,599		
66,197	33,896		
66,208	22,227		
66,221	24,635		
66,233	14,077		
66,246	4,631		
66,26	5,186		
66,273	13,151		
66,285	17,967		
66,298	8,52		
66,311	2,778		
66,322	18,893		
66,335	12,225		
66,347	22,412		
66,359	21,856		
66,372	20,56		
66,383	9,632		
66,395	7,409		
66,407	23,153		
66,421	25,561		
66,434	36,674		
66,448	33,34		
66,46	31,118		
66,473	25,931		
66,487	20,189		
66,499	16,855		
66,512	21,115		
66,525	14,077		
66,537	21,671		
66,55	5,001		
66,564	17,041		
66,578	22,227		
66,591	6,298		
66,603	9,817		
66,615	13,336		
66,626	26,672		
66,638	24,079		
66,649	11,854		
66,661	17,781		
66,672	19,634		
66,686	24,82		
66,698	32,414		
66,71	22,782		
66,723	7,038		
66,734	30,006		
66,746	28,339		
66,757	20,745		
66,769	22,412		
66,779	25,561		
66,79	33,711		
66,802	25,561		
66,814	21,486		
66,825	20,189		
66,837	10,373		
66,847	10,743		
66,859	15,559		
66,87	20,56		
66,882	12,966		
66,894	14,447		
66,904	22,412		
66,915	27,598		
66,927	37,23		
66,937	40,564		
66,948	30,932		
66,96	24,82		
66,971	23,153		
66,984	19,078		
66,996	11,299		
67,01	10,743		
67,022	37,6		
67,035	31,303		
67,048	29,451		
67,059	32,229		
67,071	33,525		
67,082	27,228		
67,094	14,077		
67,106	4,445		
67,12	4,26		
67,133	-1,111		
67,145	5,186		
67,157	5,186		
67,169	5,742		
67,183	5,557		
67,198	28,524		
67,211	26,672		
67,224	20,56		
67,235	21,671		
67,249	38,526		
67,261	35,192		
67,274	32,044		
67,287	29,636		
67,298	20,004		
67,309	14,818		
67,32	7,779		
67,332	5,742		
67,346	5,927		
67,358	17,596		
67,371	36,304		
67,384	37,6		
67,397	38,526		
67,41	35,192		
67,423	26,117		
67,434	18,893		
67,446	8,335		
67,459	14,447		
67,472	26,117		
67,484	23,709		
67,499	23,709		
67,512	24,449		
67,527	35,378		
67,54	40,379		
67,553	32,599		
67,566	3,89		
67,579	-6,112		
67,591	6,668		
67,605	19,634		
67,615	29,08		
67,626	33,711		
67,636	33,525		
67,647	36,489		
67,66	32,414		
67,671	22,782		
67,684	14,633		
67,697	15,003		
67,71	31,488		
67,722	30,562		
67,735	26,302		
67,749	20,745		
67,762	21,115		
67,775	13,151		
67,788	6,298		
67,802	11,669		
67,814	25,746		
67,827	25,746		
67,838	41,86		
67,85	43,713		
67,861	34,637		
67,873	38,712		
67,885	42,231		
67,897	33,525		
67,908	35,007		
67,919	29,821		
67,93	30,932		
67,942	19,448		
67,953	26,487		
67,965	30,191		
67,976	11,669		
67,987	5,371		
68,001	13,707		
68,014	31,673		
68,026	27,043		
68,038	40,749		
68,05	44,639		
68,062	41,49		
68,074	38,526		
68,085	37,23		
68,097	20,189		
68,108	21,671		
68,12	19,819		
68,131	15,929		
68,142	21,115		
68,153	19,263		
68,165	19,263		
68,177	10,002		
68,19	24,079		
68,203	25,561		
68,215	34,266		
68,227	30,562		
68,238	26,672		
68,251	15,374		
68,264	12,225		
68,277	21,856		
68,288	35,933		
68,3	36,304		
68,312	23,338		
68,323	24,079		
68,335	28,524		
68,348	33,711		
68,362	34,081		
68,376	14,447		
68,388	14,262		
68,4	13,151		
68,412	6,112		
68,423	5,742		
68,434	25,931		
68,447	24,264		
68,46	25,376		
68,474	19,819		
68,486	14,818		
68,498	10,743		
68,51	5,186		
68,521	4,445		
68,532	17,041		
68,543	27,969		
68,555	27,784		
68,566	22,597		
68,577	20,745		
68,588	29,265		
68,6	37,6		
68,611	25,561		
68,622	9,076		
68,633	2,408		
68,644	2,223		
68,655	7,594		
68,666	12,966		
68,678	11,854		
68,689	2,778		
68,701	13,892		
68,712	33,711		
68,722	40,008		
68,734	34,822		
68,745	25,931		
68,757	22,227		
68,767	11,854		
68,778	12,225		
68,79	20,745		
68,801	33,525		
68,812	32,599		
68,823	32,599		
68,834	35,748		
68,846	30,191		
68,857	27,228		
68,868	23,338		
68,879	17,041		
68,891	16,485		
68,902	25,005		
68,913	24,635		
68,925	17,411		
68,936	20,375		
68,948	33,711		
68,961	36,119		
68,973	32,599		
68,985	30,006		
68,996	32,599		
69,007	33,155		
69,019	9,632		
69,03	7,038		
69,042	5,927		
69,053	13,707		
69,064	15,929		
69,076	31,118		
69,088	44,083		
69,1	31,858		
69,114	34,266		
69,126	26,857		
69,138	22,412		
69,15	29,636		
69,161	29,636		
69,172	32,229		
69,183	33,34		
69,195	41,12		
69,206	37,045		
69,219	33,711		
69,231	29,265		
69,245	11,484		
69,257	22,227		
69,269	25,561		
69,281	22,227		
69,293	8,706		
69,305	2,593		
69,316	10,558		
69,328	22,782		
69,338	30,562		
69,35	30,932		
69,362	36,674		
69,373	32,414		
69,384	39,267		
69,395	35,563		
69,406	31,858		
69,418	29,08		
69,43	42,601		
69,442	35,748		
69,454	23,153		
69,466	16,114		
69,478	19,078		
69,489	19,078		
69,501	25,931		
69,513	27,969		
69,524	27,043		
69,535	15,374		
69,546	9,446		
69,558	15,188		
69,572	24,079		
69,585	25,005		
69,597	22,597		
69,608	21,115		
69,62	19,263		
69,632	20,745		
69,642	20,745		
69,654	27,043		
69,666	25,005		
69,677	22,412		
69,689	20,56		
69,702	9,076		
69,715	18,893		
69,728	22,042		
69,74	29,08		
69,751	31,673		
69,763	29,821		
69,775	34,822		
69,786	37,971		
69,799	31,118		
69,812	27,228		
69,825	27,228		
69,838	28,154		
69,85	19,078		
69,864	12,595		
69,877	20,93		
69,89	17,411		
69,903	31,858		
69,916	22,782		
69,929	9,817		
69,942	9,446		
69,954	22,782		
69,966	21,115		
69,977	16,855		
69,989	21,486		
70,002	25,19		
70,014	20,004		
70,027	16,114		
70,04	19,819		
70,05	16,3		
70,062	2,964		
70,076	-3,89		
70,088	16,485		
70,1	22,968		
70,112	28,339		
70,124	26,857		
70,135	30,562		
70,147	32,599		
70,159	16,114		
70,172	3,89		
70,185	-4,075		
70,198	3,334		
70,212	13,521		
70,225	17,041		
70,239	22,042		
70,252	15,003		
70,264	9,817		
70,276	19,819		
70,29	21,671		
70,302	24,635		
70,316	16,485		
70,328	20,93		
70,339	11,854		
70,352	-9,076		
70,364	-7,224		
70,376	0,926		
70,387	5,186		
70,398	5,742		
70,409	15,929		
70,421	16,67		
70,434	15,559		
70,448	17,967		
70,46	12,78		
70,471	7,038		
70,483	16,855		
70,494	16,855		
70,507	21,856		
70,519	31,303		
70,532	38,526		
70,544	36,859		
70,555	28,71		
70,567	24,449		
70,578	19,634		
70,589	4,075		
70,6	-0,926		
70,612	-3,89		
70,623	-4,445		
70,635	4,631		
70,646	15,188		
70,658	21,115		
70,669	23,894		
70,681	28,895		
70,692	32,785		
70,705	26,117		
70,718	22,227		
70,729	26,857		
70,74	35,378		
70,751	33,711		
70,763	32,414		
70,775	24,079		
70,785	25,931		
70,796	25,561		
70,81	23,894		
70,822	27,228		
70,834	20,375		
70,846	7,409		
70,858	7,965		
70,871	6,298		
70,882	13,521		
70,894	39,082		
70,906	38,526		
70,918	29,265		
70,929	23,709		
70,94	23,709		
70,951	30,191		
70,963	33,34		
70,974	26,672		
70,985	23,709		
70,996	15,559		
71,007	1,297		
71,02	18,522		
71,032	15,374		
71,044	12,41		
71,055	22,412		
71,069	30,191		
71,082	17,411		
71,094	5,371		
71,108	12,966		
71,12	12,78		
71,133	13,521		
71,145	13,707		
71,156	13,707		
71,168	6,112		
71,18	26,487		
71,192	8,15		
71,204	8,891		
71,216	13,521		
71,228	6,668		
71,241	0,741		
71,254	15,559		
71,266	29,451		
71,28	29,08		
71,293	36,119		
71,304	12,225		
71,316	8,335		
71,327	22,227		
71,338	30,006		
71,35	27,413		
71,362	28,895		
71,373	20,745		
71,385	11,113		
71,397	27,969		
71,409	27,598		
71,421	19,819		
71,434	15,374		
71,447	5,927		
71,458	2,037		
71,469	3,149		
71,482	3,149		
71,496	19,263		
71,51	25,931		
71,523	27,784		
71,535	33,525		
71,549	25,005		
71,561	16,67		
71,574	11,113		
71,587	19,078		
71,6	26,117		
71,612	28,71		
71,623	23,894		
71,635	26,487		
71,648	22,968		
71,66	18,522		
71,673	31,673		
71,686	33,525		
71,698	30,932		
71,71	26,672		
71,722	21,115		
71,733	22,042		
71,744	19,448		
71,756	18,337		
71,769	13,892		
71,781	22,412		
71,796	14,262		
71,808	-7,409		
71,82	-7,409		
71,832	3,704		
71,847	21,301		
71,859	4,816		
71,871	-0,185		
71,885	-2,964		
71,897	-1,111		
71,911	18,337		
71,924	23,523		
71,937	28,71		
71,951	20,745		
71,963	20,56		
71,976	4,075		
71,99	-10,373		
72,002	3,519		
72,016	19,819		
72,031	27,784		
72,043	19,819		
72,055	10,373		
72,067	-10,002		
72,079	-16,485		
72,091	-10,558		
72,102	10,928		
72,114	17,781		
72,127	18,893		
72,139	14,077		
72,153	14,077		
72,164	2,964		
72,176	12,41		
72,189	9,817		
72,201	9,446		
72,215	1,852		
72,228	-2,593		
72,239	2,408		
72,249	-2,037		
72,262	-5,557		
72,275	2,408		
72,285	-4,26		
72,297	-15,374		
72,308	-3,89		
72,32	13,336		
72,332	12,595		
72,346	19,078		
72,359	20,56		
72,371	12,04		
72,383	21,115		
72,396	12,595		
72,409	-5,927		
72,422	-13,707		
72,434	-9,076		
72,448	-13,151		
72,46	-4,816		
72,472	3,149		
72,486	16,485		
72,499	13,707		
72,514	-3,704		
72,528	0,926		
72,54	12,04		
72,553	16,485		
72,567	16,114		
72,579	18,522		
72,591	21,115		
72,602	9,446		
72,614	7,409		
72,627	15,003		
72,639	13,336		
72,653	3,519		
72,666	-7,779		
72,681	-10,743		
72,695	-1,297		
72,707	2,037		
72,721	8,335		
72,734	0,556		
72,747	9,446		
72,761	19,263		
72,775	20,745		
72,788	29,451		
72,8	25,746		
72,812	16,855		
72,823	15,744		
72,835	21,671		
72,846	6,853		
72,857	-4,816		
72,868	-8,52		
72,88	3,89		
72,891	20,56		
72,902	22,042		
72,913	18,893		
72,925	15,929		
72,936	-1,482		
72,948	-7,224		
72,959	0,926		
72,97	15,188		
72,981	25,376		
72,993	24,264		
73,004	17,967		
73,016	21,301		
73,026	7,779		
73,037	3,519		
73,05	2,408		
73,064	5,927		
73,075	15,559		
73,088	16,67		
73,101	17,041		
73,114	5,742		
73,127	-0,741		
73,141	20,56		
73,154	20,56		
73,166	16,855		
73,181	20,56		
73,195	23,894		
73,207	28,339		
73,219	20,375		
73,231	17,041		
73,242	4,816		
73,254	-1,667		
73,264	-2,964		
73,276	0,741		
73,287	9,632		
73,3	11,669		
73,311	2,037		
73,323	-7,594		
73,336	8,335		
73,348	11,299		
73,362	15,744		
73,376	10,002		
73,389	17,967		
73,403	16,485		
73,416	-0,741		
73,43	-4,445		
73,443	0,37		
73,457	10,558		
73,469	-2,223		
73,482	-2,223		
73,495	10,187		
73,505	22,042		
73,516	14,077		
73,528	12,41		
73,541	18,337		
73,553	12,595		
73,564	24,635		
73,576	18,708		
73,59	10,928		
73,602	-0,185		
73,615	-6,298		
73,626	-6,483		
73,638	-5,927		
73,651	5,927		
73,664	16,3		
73,677	16,67		
73,691	25,746		
73,703	37,045		
73,713	33,155		
73,725	30,377		
73,737	35,192		
73,748	32,97		
73,76	28,339		
73,772	15,374		
73,784	22,597		
73,796	12,595		
73,808	-3,334		
73,819	-3,334		
73,832	-3,704		
73,844	-1,111		
73,858	8,52		
73,87	24,82		
73,882	24,82		
73,892	23,153		
73,904	23,523		
73,915	21,671		
73,927	26,117		
73,939	3,89		
73,951	-4,075		
73,962	-3,704		
73,974	15,003		
73,988	27,969		
74,001	24,264		
74,014	20,93		
74,026	22,042		
74,04	12,41		
74,053	-7,224		
74,067	-2,223		
74,079	18,522		
74,091	20,189		
74,106	-3,519		
74,119	0,37		
74,13	0		
74,143	18,152		
74,156	24,82		
74,171	24,079		
74,186	14,447		
74,199	6,668		
74,212	2,778		
74,225	3,704		
74,238	10,743		
74,249	-4,075		
74,261	5,371		
74,275	17,411		
74,287	17,781		
74,299	18,337		
74,311	20,93		
74,323	20,189		
74,335	22,782		
74,347	21,671		
74,358	6,853		
74,37	5,371		
74,382	19,819		
74,395	31,488		
74,407	15,374		
74,422	0,741		
74,435	-4,816		
74,448	2,408		
74,462	10,558		
74,475	10,558		
74,486	0,556		
74,499	4,445		
74,511	30,191		
74,523	28,339		
74,536	26,487		
74,549	15,559		
74,56	12,41		
74,572	3,149		
74,584	12,966		
74,597	28,154		
74,61	38,526		
74,624	22,227		
74,638	22,782		
74,65	27,784		
74,662	26,117		
74,674	19,448		
74,686	-0,37		
74,699	1,111		
74,711	2,964		
74,724	10,002		
74,735	16,485		
74,746	30,191		
74,757	35,007		
74,769	15,188		
74,782	19,263		
74,796	24,635		
74,808	24,264		
74,822	17,041		
74,835	21,671		
74,847	25,746		
74,861	25,376		
74,874	20,745		
74,886	24,079		
74,9	23,894		
74,912	26,117		
74,925	26,857		
74,938	29,821		
74,951	32,414		
74,964	26,117		
74,977	26,487		
74,99	22,782		
75,001	4,631		
75,012	0		
75,023	2,964		
75,034	2,778		
75,046	-4,26		
75,058	6,112		
75,073	13,521		
75,085	33,896		
75,097	30,747		
75,11	26,302		
75,123	28,71		
75,134	26,117		
75,147	26,117		
75,16	29,821		
75,172	20,004		
75,185	10,373		
75,198	-0,741		
75,212	22,227		
75,225	23,894		
75,238	27,413		
75,251	9,632		
75,263	2,408		
75,276	10,002		
75,29	19,263		
75,302	18,152		
75,315	21,671		
75,328	13,151		
75,341	9,817		
75,354	6,112		
75,367	-3,334		
75,38	-5,557		
75,393	-2,223		
75,406	2,778		
75,419	13,521		
75,433	21,856		
75,445	-3,334		
75,459	-6,112		
75,472	-2,223		
75,484	-2,223		
75,496	22,968		
75,507	22,412		
75,519	26,117		
75,532	32,599		
75,546	27,043		
75,559	28,895		
75,572	21,115		
75,585	15,559		
75,597	14,633		
75,61	7,779		
75,623	-2,593		
75,636	-7,224		
75,65	6,853		
75,664	21,301		
75,675	31,858		
75,689	40,749		
75,701	24,264		
75,716	27,784		
75,728	15,188		
75,741	4,26		
75,756	17,041		
75,77	22,597		
75,784	22,227		
75,796	22,968		
75,809	22,968		
75,822	12,78		
75,835	2,778		
75,848	1,297		
75,861	13,151		
75,874	28,339		
75,886	24,079		
75,9	26,672		
75,912	27,413		
75,924	10,928		
75,936	-2,593		
75,948	8,52		
75,961	18,522		
75,975	29,08		
75,989	44,454		
76,001	20,745		
76,014	6,853		
76,028	7,409		
76,04	30,562		
76,052	35,748		
76,064	25,746		
76,076	19,078		
76,088	22,227		
76,099	19,819		
76,111	16,114		
76,123	10,187		
76,135	-0,37		
76,147	-0,37		
76,16	9,632		
76,173	34,081		
76,186	31,488		
76,198	22,042		
76,21	28,895		
76,222	34,452		
76,233	34,266		
76,245	36,119		
76,256	32,97		
76,267	34,637		
76,279	33,711		
76,291	18,152		
76,302	12,966		
76,314	21,856		
76,326	22,412		
76,337	25,931		
76,349	28,524		
76,36	25,376		
76,371	22,782		
76,382	21,301		
76,394	21,115		
76,406	19,634		
76,418	34,081		
76,43	33,525		
76,441	30,377		
76,454	19,263		
76,466	24,635		
76,478	24,635		
76,49	14,077		
76,503	11,669		
76,515	10,928		
76,526	9,446		
76,539	8,15		
76,552	23,894		
76,565	30,006		
76,578	31,303		
76,591	24,635		
76,603	5,186		
76,615	7,594		
76,626	11,854		
76,638	22,042		
76,649	25,931		
76,662	27,784		
76,675	33,155		
76,688	20,93		
76,701	22,968		
76,713	19,819		
76,725	31,303		
76,737	32,044		
76,748	27,598		
76,76	20,189		
76,772	21,856		
76,783	25,746		
76,794	25,005		
76,805	14,262		
76,817	14,262		
76,828	13,707		
76,84	8,891		
76,851	8,15		
76,864	2,964		
76,875	3,519		
76,886	14,818		
76,898	22,042		
76,909	33,525		
76,922	35,378		
76,933	22,412		
76,944	21,671		
76,955	29,821		
76,966	30,562		
76,978	27,969		
76,99	28,524		
77,001	22,042		
77,013	42,046		
77,025	26,487		
77,038	12,595		
77,05	10,002		
77,062	9,817		
77,073	20,004		
77,086	42,046		
77,099	39,823		
77,11	30,006		
77,122	22,782		
77,133	12,78		
77,147	4,26		
77,159	0,556		
77,171	4,816		
77,183	8,52		
77,196	14,447		
77,207	22,782		
77,218	40,008		
77,229	29,265		
77,24	18,337		
77,252	18,337		
77,263	11,484		
77,274	4,445		
77,285	11,113		
77,296	24,635		
77,308	28,71		
77,32	29,265		
77,331	25,561		
77,342	17,967		
77,353	23,153		
77,365	20,93		
77,375	17,781		
77,386	30,191		
77,397	37,045		
77,409	38,712		
77,421	35,563		
77,431	34,822		
77,442	42,416		
77,454	28,339		
77,465	21,115		
77,477	21,115		
77,487	11,484		
77,499	5,186		
77,51	5,557		
77,521	8,891		
77,534	28,339		
77,546	19,078		
77,559	19,448		
77,572	25,005		
77,585	26,487		
77,599	10,928		
77,61	2,964		
77,624	-3,334		
77,638	19,263		
77,651	15,744		
77,663	12,41		
77,676	8,15		
77,687	3,89		
77,699	6,298		
77,71	-2,593		
77,721	7,224		
77,734	13,336		
77,746	26,487		
77,757	31,303		
77,769	25,376		
77,781	29,265		
77,791	28,524		
77,804	28,524		
77,817	17,596		
77,832	7,038		
77,844	7,779		
77,856	15,374		
77,868	25,19		
77,879	32,044		
77,89	28,524		
77,901	38,156		
77,913	27,413		
77,924	21,301		
77,936	20,375		
77,947	25,376		
77,959	21,856		
77,972	6,668		
77,984	3,704		
77,997	16,3		
78,009	26,857		
78,02	37,045		
78,034	33,155		
78,045	32,97		
78,056	28,524		
78,069	27,969		
78,082	21,301		
78,096	10,187		
78,109	3,334		
78,121	25,19		
78,135	38,341		
78,148	38,341		
78,16	34,637		
78,174	37,045		
78,186	25,376		
78,199	26,672		
78,21	37,6		
78,222	37,23		
78,237	43,157		
78,243	37,415		
78,243	5,371		
78,243	7,409		
78,243	16,67		
78,243	16,485		
78,243	39,267		
78,243	34,266		
78,243	19,078		
78,243	8,52		
78,243	20,189		
78,243	31,673		
78,243	38,156		
78,243	42,972		
78,243	37,415		
78,243	38,526		
78,243	29,451		
78,243	35,007		
78,243	46,491		
78,243	37,23		
78,243	36,304		
78,243	25,005		
78,243	21,671		
78,243	18,893		
78,243	13,336		
78,243	17,411		
78,243	33,34		
78,243	44,268		
78,243	47,602		
78,243	47,417		
78,243	46,306		
78,243	40,749		
78,243	37,045		
78,243	42,416		
78,243	46,121		
78,243	38,712		
78,243	23,153		
78,243	30,006		
78,243	35,933		
78,243	45,009		
78,243	42,787		
78,243	35,933		
78,243	24,264		
78,243	18,522		
78,243	17,596		
78,243	13,521		
78,243	19,448		
78,243	34,637		
78,243	34,637		
78,243	36,119		
78,243	45,195		
78,243	47,232		
78,243	47,232		
78,243	44,083		
78,243	36,859		
78,243	45,38		
78,243	48,158		
78,243	27,413		
78,243	13,521		
78,243	39,638		
78,243	42,231		
78,243	41,86		
78,243	36,119		
78,243	35,007		
78,243	35,378		
78,243	45,195		
78,243	44,454		
78,243	43,713		
78,243	50,01		
78,243	42,787		
78,243	35,748		
78,243	43,342		
78,243	25,376		
78,243	18,522		
78,243	18,522		
78,243	12,41		
78,243	16,485		
78,243	13,336		
78,243	14,818		
78,243	20,189		
78,243	21,486		
78,243	25,005		
78,243	15,744		
78,243	13,336		
78,243	12,78		
78,243	10,002		
78,243	20,189		
78,243	31,303		
78,243	33,711		
78,243	28,524		
78,243	28,339		
78,243	21,115		
78,243	37,971		
78,243	37,045		
78,243	33,525		
78,243	40,749		
78,243	40,193		
78,243	39,638		
78,243	30,377		
78,243	27,598		
78,243	32,599		
78,243	37,786		
78,243	37,786		
78,243	31,118		
78,243	38,712		
78,243	42,601		
78,243	42,231		
78,243	42,046		
78,243	42,231		
78,243	41,12		
78,243	34,822		
78,243	29,821		
78,243	31,118		
78,243	36,119		
78,243	27,969		
78,243	32,229		
78,243	42,231		
78,243	37,045		
78,243	24,635		
78,243	31,303		
78,243	42,416		
78,243	42,231		
78,243	42,787		
78,243	38,526		
78,243	31,303		
78,243	28,895		
78,243	41,12		
78,243	41,675		
78,243	40,193		
78,243	41,675		
78,243	41,12		
78,243	39,638		
78,243	28,71		
78,243	22,042		
78,243	27,784		
78,243	38,341		
78,243	36,674		
78,243	31,488		
78,243	37,415		
78,243	41,675		
78,243	34,452		
78,243	38,156		
78,243	41,305		
78,243	34,081		
78,243	45,75		
78,243	42,416		
78,243	39,082		
78,243	32,414		
78,243	15,929		
78,243	17,596		
78,243	11,113		
78,243	10,002		
78,243	16,67		
78,243	20,189		
78,243	22,042		
78,243	14,077		
78,243	11,669		
78,243	8,335		
78,243	17,596		
78,243	26,857		
78,243	28,895		
78,243	17,226		
78,243	17,411		
78,243	18,893		
78,243	21,115		
78,243	23,338		
78,243	25,931		
78,243	24,264		
78,243	36,674		
78,243	24,079		
78,243	26,487		
78,243	24,82		
78,243	28,339		
78,243	20,189		
78,243	21,301		
78,243	22,597		
78,243	24,82		
78,243	24,82		
78,243	20,004		
78,243	5,927		
78,243	8,706		
78,243	16,485		
78,243	24,264		
78,243	28,895		
78,243	21,856		
78,243	21,301		
78,243	36,859		
78,243	37,786		
78,243	29,451		
78,243	25,19		
78,243	29,265		
78,243	22,227		
78,243	32,044		
78,243	37,415		
78,243	44,639		
78,243	31,673		
78,243	15,744		
78,243	11,299		
78,243	12,41		
78,243	21,301		
78,243	19,634		
78,243	10,558		
78,243	8,52		
78,243	11,669		
78,243	15,559		
78,243	15,559		
78,243	35,933		
78,243	36,859		
78,243	29,636		
78,243	26,857		
78,243	35,378		
78,243	34,081		
78,243	31,488		
78,243	38,341		
78,243	36,859		
78,243	32,785		
78,243	24,635		
78,243	24,635		
78,243	21,486		
78,243	16,114		
78,243	14,633		
78,243	7,779		
78,243	12,225		
78,243	27,598		
78,243	31,118		
78,243	39,082		
78,243	22,227		
78,243	18,522		
78,243	30,191		
78,243	37,6		
78,243	27,784		
78,243	36,674		
78,243	32,414		
78,243	17,411		
78,243	18,708		
78,243	15,374		
78,243	15,188		
78,243	12,04		
78,243	13,336		
78,243	19,819		
78,243	18,152		
78,243	12,41		
78,243	10,373		
78,243	21,115		
78,243	21,301		
78,243	21,301		
78,243	27,598		
78,243	34,081		
78,243	29,451		
78,243	33,155		
78,243	44,639		
78,243	27,969		
78,243	36,119		
78,243	40,564		
78,243	36,674		
78,243	37,415		
78,243	49,269		
78,243	41,49		
78,243	34,822		
78,243	41,12		
78,243	31,673		
78,243	18,522		
78,243	27,228		
78,243	37,23		
78,243	40,193		
78,243	35,748		
78,243	29,636		
78,243	40,934		
78,243	39,638		
78,243	35,192		
78,243	39,082		
78,243	30,191		
78,243	32,785		
78,243	45,195		
78,243	45,195		
